"","X1","plot","mean.height","height.2","mean.height.var","mean.height.rms","transect.length","mode.el","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","mean.peak.vai","deep.gaps","deep.gap.fraction","porosity","std.std","mean.std","rugosity","top.rugosity","plot_1","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index","enl"
"1",1,"BART_33_C.CSV",10.027377294798,2.5702210764881,6.60603638202366,10.3435574578915,40,9.4,4.40544722268573,3.92101504388328,22.977,14.93295,7.78150438068055,2.75790505623239,0,0,0.590625,142.497355338369,10.1895079477608,6.2186238928632,2.73471147824241,"BART_33_C.CSV",6.67750591237771,3.13669134962233,0.288404444821444,99.7115955551786,22.977,294.85,2.85,0.736221071309033,15.140574453485
"2",1,"BART_33_E.CSV",9.82540204921985,3.18319750883733,10.1327463802682,10.3159077714748,40,9.85,5.88374636471569,4.69888148174512,20.7,13.293175,7.62427078368995,2.96543348885045,0,0,0.635227272727273,225.182947869079,10.7659344714078,10.4535928190471,3.41198200830544,"BART_33_E.CSV",6.32019497016198,3.48366163458365,1.22937015830246,98.7706298416975,21.796,297.025,4.025,0.859767686418645,15.3861430491265
"3",1,"BART_33_W.CSV",10.4997169071738,3.53543887171095,12.4993280156048,11.0648497480086,40,10.9,3.83089159911802,5.19269704143257,20.07,15.1388,7.72256921637681,2.70999979524739,0,0,0.558333333333333,259.251493511231,14.0419574784625,7.87876409624523,3.54373453743291,"BART_33_W.CSV",6.49391061164333,4.28033202772445,1.02115244347192,98.9788475565281,20.07,342.875,4.075,0.900316105074702,17.0326692241059
"4",1,"BART_34_C.CSV",11.1076419140455,4.04195009139554,16.3373605413324,11.8029079221376,40,11.2,7.93041745682891,5.0697696301276,26.488,13.3646,7.84314108979359,3.84728074524994,0,0,0.753703703703704,108.052050502458,7.32160227608172,7.37876619858179,5.46793024077198,"BART_34_C.CSV",8.28438982761563,4.04919175676003,0.39102346140768,99.6089765385923,26.488,294.225,4.5,0.871641332671604,16.2957162597881
"5",1,"BART_34_E.CSV",8.49460383305468,2.75555261452817,7.59307021143306,8.91972744744448,40,8.55,6.6128157909765,4.08844525649844,23.62,12.65415,7.27672112142321,3.33450834727356,0,0,0.719,206.402466294856,10.0455205991928,10.2708316209569,4.56336988363554,"BART_34_E.CSV",5.76401406275402,3.50499209014121,3.07280176489128,96.9271982351087,23.62,317.425,4.15,0.833067384585565,14.6794943298011
"6",1,"BART_34_W.CSV",10.5210083902284,3.1980519459508,10.2275362489997,10.9846923211363,40,10,6.95192377656658,4.40861627224432,21.71,14.055875,7.84584618862704,3.10538779830169,0,0,0.675,207.645513733903,11.0591316869981,9.23802576655519,4.7997324134148,"BART_34_W.CSV",7.06809238167553,3.41582084933358,0.294414535666221,99.7055854643338,21.71,297.325,4.15,0.878727852595831,16.0533309391273
"7",1,"BART_36_C.CSV",8.02461689175968,2.30420976626663,5.30938264695854,8.34093066391871,40,6.6,6.21535970893916,3.58629871337267,22.014,13.971175,7.43887237555287,3.21351683104524,0,0,0.66195652173913,410.457698530649,14.6183050395363,14.0272184092826,5.12918839427588,"BART_36_C.CSV",5.42167646121994,3.75446597821753,1.60620543759304,98.393794562407,22.014,319.2,4.825,0.825671196528252,15.6938179458056
"8",1,"BART_36_E.CSV",9.67974127866254,3.67757965141637,13.5245920925118,10.338465481494,40,9.375,5.20948358307831,5.97296258579292,22.814,15.20345,7.21630717515192,2.74724349541091,0,0,0.639583333333333,457.660291396189,17.6384698978726,12.1055636406585,4.3437695903266,"BART_36_E.CSV",5.91281549374352,4.08960955224371,3.92066773872425,96.0793322612758,22.814,326.6,4.525,0.885522921653085,17.8254913639071
"9",1,"BART_36_W.CSV",7.50325430341001,3.20872673200343,10.2959272406734,8.14477465626259,40,7.3,6.05674774544642,5.16000397535128,19.424,12.6016,7.22762808191809,2.87537270669226,0,0,0.5925,216.17830978003,11.1247033992523,9.61349489304976,4.07863962237788,"BART_36_W.CSV",4.71532293002708,3.13935767795269,2.65658597489076,97.3434140251092,19.424,360.55,4.125,0.852900719075798,15.0660618089028
"10",1,"BART_37_C.CSV",12.5646210196929,3.13461943922279,9.82583902875342,12.9402432133845,40,12.775,5.79542367918683,4.97938056079577,24.109,16.93435,7.72199130349496,2.73734767083267,0,0,0.611,161.615987221986,10.7249146973493,6.82584734348539,3.55718075166275,"BART_37_C.CSV",8.96388759902737,3.76056160942585,0.522784019975031,99.477215980025,24.109,320.525,3.925,0.779469030178915,16.5468562055768
"11",1,"BART_37_E.CSV",12.4526534781993,3.93161938207213,15.4576309654852,13.0437635994929,40,13.025,5.76929203941329,4.5656886469089,23.512,16.915825,7.75605322022087,2.93580289770502,0,0,0.621,223.514721720034,12.5122790377752,8.1827620642963,3.5308440908982,"BART_37_E.CSV",8.57596486638012,4.60235212803598,0.335257962376612,99.6647420376234,23.512,268.575,3.6,0.869290184098968,18.3707635247474
"12",1,"BART_37_W.CSV",10.4658108798876,4.35497372015771,18.9657961032643,11.3148066079035,40,10.275,5.47172451365502,6.57496222081376,21.733,15.906075,7.08812496806466,2.86629785308521,0,0,0.659782608695652,447.671343538538,17.3836467619207,12.0615160239209,4.42738447640625,"BART_37_W.CSV",6.91180493537015,4.69977454177538,3.53661301292224,96.4633869870778,21.733,330.95,4.425,0.93619235267131,18.8510679238022
