"","siteID","plotID","tagID","year","dbh"
"1","BART","BART_073","3962","2017",1.6
"2","BART","BART_073","3976","2017",26.8
"3","BART","BART_073","3928","2017",14.3
"4","BART","BART_073","4634","2017",23.5
"5","BART","BART_073","3971","2017",24.5
"6","BART","BART_073","3963","2017",5.5
"7","BART","BART_073","994","2017",11.5
"8","BART","BART_073","994A","2017",6
"9","BART","BART_073","4637","2017",NA
"10","BART","BART_073","3961","2017",1.6
"11","BART","BART_073","4636","2017",20.3
"12","BART","BART_073","3957","2017",10.9
"13","BART","BART_073","3956","2017",NA
"14","BART","BART_073","3955","2017",19.1
"15","BART","BART_073","3958","2017",9.4
"16","BART","BART_073","3954","2017",28.3
"17","BART","BART_073","3919","2017",19.3
"18","BART","BART_073","3918","2017",26.4
"19","BART","BART_073","3918A","2017",13.4
"20","BART","BART_073","4633","2017",11.2
"21","BART","BART_073","3917","2017",30.1
"22","BART","BART_073","3920","2017",23.4
"23","BART","BART_073","3935","2017",17.8
"24","BART","BART_073","3921","2017",15.4
"25","BART","BART_073","3952","2017",9.2
"26","BART","BART_073","3951","2017",15.7
"27","BART","BART_073","3953","2017",35.2
"28","BART","BART_073","3926","2017",20.2
"29","BART","BART_073","3927","2017",25.3
"30","BART","BART_073","3925","2017",18.9
"31","BART","BART_073","3924","2017",18.8
"32","BART","BART_073","3931","2017",26.3
"33","BART","BART_073","3932","2017",31.2
"34","BART","BART_073","3933","2017",35.7
"35","BART","BART_073","3934","2017",16.3
"36","BART","BART_073","3930","2017",11.1
"37","BART","BART_073","3929","2017",14.2
"38","BART","BART_073","3923","2017",12.2
"39","BART","BART_073","3922","2017",12.6
"40","BART","BART_073","3940","2017",30.7
"41","BART","BART_073","4635","2017",24.4
"42","BART","BART_073","3934","2017",35.5
"43","BART","BART_073","3945A","2017",17
"44","BART","BART_073","3945B","2017",NA
"45","BART","BART_073","3945","2017",22.6
"46","BART","BART_073","3947","2017",11.6
"47","BART","BART_073","3946","2017",11.5
"48","BART","BART_073","3936","2017",20
"49","BART","BART_073","3937","2017",15.1
"50","BART","BART_073","3949","2017",13.7
"51","BART","BART_073","3950","2017",36.4
"52","BART","BART_073","3948","2017",35.3
"53","BART","BART_073","3939","2017",23.5
"54","BART","BART_073","4761","2017",1.4
"55","BART","BART_073","3692","2017",1.5
"56","BART","BART_073","3691","2017",1.2
"57","BART","BART_073","4630","2017",7.5
"58","BART","BART_073","4631","2017",7.1
"59","BART","BART_073","3685","2017",24.7
"60","BART","BART_073","3698","2017",31.5
"61","BART","BART_073","3905","2017",1.3
"62","BART","BART_073","3915","2017",1.5
"63","BART","BART_073","3910","2017",2.4
"64","BART","BART_073","3903","2017",1.1
"65","BART","BART_073","3911","2017",1.1
"66","BART","BART_073","3906","2017",1.8
"67","BART","BART_073","3908","2017",5.4
"68","BART","BART_073","4526","2017",13.5
"69","BART","BART_073","3916","2017",9.2
"70","BART","BART_073","3904","2017",3.8
"71","BART","BART_073","3907","2017",18
"72","BART","BART_073","3902","2017",16.1
"73","BART","BART_073","3902A","2017",8.5
"74","BART","BART_073","3912","2017",3.3
"75","BART","BART_073","4627","2017",8
"76","BART","BART_073","3909","2017",36.2
"77","BART","BART_073","3674","2017",10.6
"78","BART","BART_073","3678","2017",17.7
"79","BART","BART_073","3681","2017",28.3
"80","BART","BART_073","3682","2017",25.1
"81","BART","BART_073","3672","2017",18.6
"82","BART","BART_073","3670","2017",40.1
"83","BART","BART_073","3666","2017",17.2
"84","BART","BART_073","3660","2017",12.1
"85","BART","BART_073","3659","2017",17.6
"86","BART","BART_073","3673","2017",32.5
"87","BART","BART_073","3673A","2017",33.9
"88","BART","BART_073","3699","2017",26.6
"89","BART","BART_073","3696","2017",22.5
"90","BART","BART_073","3693","2017",18.1
"91","BART","BART_073","3680","2017",21.7
"92","BART","BART_073","3697","2017",13.3
"93","BART","BART_073","3683","2017",13
"94","BART","BART_073","3675","2017",17.3
"95","BART","BART_073","3679","2017",17.3
"96","BART","BART_073","3667","2017",48
"97","BART","BART_073","3901","2017",15.7
"98","BART","BART_073","3668","2017",14.3
"99","BART","BART_073","3676","2017",12
"100","BART","BART_073","3665","2017",40.9
"101","BART","BART_073","3665A","2017",26.7
"102","BART","BART_073","3664","2017",23.3
"103","BART","BART_073","3671","2017",23.7
"104","BART","BART_073","3684","2017",23.9
"105","BART","BART_073","3700","2017",21.7
"106","BART","BART_073","4763","2017",1.5
"107","BART","BART_073","3698A","2017",NA
"108","BART","BART_073","3669","2017",NA
"109","BART","BART_073","3677","2017",NA
"110","BART","BART_073","3938","2017",NA
"111","BART","BART_073","3942","2017",NA
"112","BART","BART_075","3243","2016",7.6
"113","BART","BART_075","3246","2016",2.5
"114","BART","BART_075","3295","2016",3.5
"115","BART","BART_075","3361","2016",5.4
"116","BART","BART_075","3109","2016",15.3
"117","BART","BART_075","3296","2016",5.5
"118","BART","BART_075","3234","2016",19.7
"119","BART","BART_075","3242","2016",22.4
"120","BART","BART_075","3233","2016",25.7
"121","BART","BART_075","4700","2016",10.8
"122","BART","BART_075","3249","2016",1.5
"123","BART","BART_075","3248","2016",4.3
"124","BART","BART_075","3248","2016",4
"125","BART","BART_075","3253","2016",8
"126","BART","BART_075","3111","2016",32.8
"127","BART","BART_075","3110","2016",23.7
"128","BART","BART_075","3236","2016",32.2
"129","BART","BART_075","3247","2016",5.5
"130","BART","BART_075","3247","2016",1.9
"131","BART","BART_075","3235","2016",13.6
"132","BART","BART_075","3238","2016",48.2
"133","BART","BART_075","3239","2016",13.7
"134","BART","BART_075","3240","2016",10.2
"135","BART","BART_075","3241","2016",28.7
"136","BART","BART_075","3261","2016",7.2
"137","BART","BART_075","3261","2016",1.2
"138","BART","BART_075","4693","2016",8
"139","BART","BART_075","3258","2016",7.9
"140","BART","BART_075","3257","2016",3.7
"141","BART","BART_075","3255","2016",6.2
"142","BART","BART_075","3237","2016",36.3
"143","BART","BART_075","3292","2016",3.9
"144","BART","BART_075","3288","2016",1.2
"145","BART","BART_075","3293","2016",3.8
"146","BART","BART_075","3289","2016",4
"147","BART","BART_075","3290","2016",2.7
"148","BART","BART_075","3262","2016",3.9
"149","BART","BART_075","3260","2016",1.8
"150","BART","BART_075","3263","2016",4.3
"151","BART","BART_075","3299","2016",7
"152","BART","BART_075","3299","2016",1.7
"153","BART","BART_075","3254","2016",1.2
"154","BART","BART_075","3232","2016",35.9
"155","BART","BART_075","4498","2016",31
"156","BART","BART_075","4494","2016",11.1
"157","BART","BART_075","4496","2016",32.2
"158","BART","BART_075","4496A","2016",16.7
"159","BART","BART_075","4497","2016",45.9
"160","BART","BART_075","3227","2016",10.2
"161","BART","BART_075","4499","2016",27.1
"162","BART","BART_075","3228","2016",33.4
"163","BART","BART_075","3226","2016",13.5
"164","BART","BART_075","3225","2016",11.3
"165","BART","BART_075","3224","2016",13.9
"166","BART","BART_075","3230","2016",26.9
"167","BART","BART_075","3229","2016",21.3
"168","BART","BART_075","4500","2016",15.6
"169","BART","BART_075","3231","2016",27.8
"170","BART","BART_075","3155","2016",11.1
"171","BART","BART_075","3156","2016",14.9
"172","BART","BART_075","3157","2016",15.8
"173","BART","BART_075","3158","2016",17.5
"174","BART","BART_075","3159","2016",35.2
"175","BART","BART_075","3160","2016",52.1
"176","BART","BART_075","3164","2016",9.4
"177","BART","BART_075","4001","2016",51.6
"178","BART","BART_075","3163","2016",7.1
"179","BART","BART_075","3266","2016",10.7
"180","BART","BART_075","4020","2016",7.2
"181","BART","BART_075","4018","2016",6.9
"182","BART","BART_075","3278","2016",11.9
"183","BART","BART_075","3300","2016",33.4
"184","BART","BART_075","3149","2016",8.2
"185","BART","BART_075","3279","2016",19.8
"186","BART","BART_075","3280","2016",43.7
"187","BART","BART_075","3281","2016",13.1
"188","BART","BART_075","3142","2016",3.5
"189","BART","BART_075","3282","2016",17.6
"190","BART","BART_075","3283","2016",26.6
"191","BART","BART_075","3285","2016",26.3
"192","BART","BART_075","3287","2016",35.6
"193","BART","BART_075","3284","2016",20.7
"194","BART","BART_075","3294","2016",32.5
"195","BART","BART_075","3273","2016",2.5
"196","BART","BART_075","3277","2016",9.9
"197","BART","BART_075","3298","2016",43.7
"198","BART","BART_075","3298A","2016",17
"199","BART","BART_075","3275","2016",5
"200","BART","BART_075","3276","2016",9
"201","BART","BART_075","3145","2016",2.7
"202","BART","BART_075","3148","2016",6.6
"203","BART","BART_075","3151","2016",NA
"204","BART","BART_075","3141","2016",7.3
"205","BART","BART_075","3143","2016",1.4
"206","BART","BART_075","3139","2016",2.5
"207","BART","BART_075","3133","2016",1
"208","BART","BART_075","3144","2016",130
"209","BART","BART_075","3140","2016",1.5
"210","BART","BART_075","3274","2016",2.7
"211","BART","BART_075","3271","2016",3.2
"212","BART","BART_075","4683","2016",2
"213","BART","BART_075","3269","2016",NA
"214","BART","BART_075","3146","2016",1
"215","BART","BART_075","4028","2016",2.9
"216","BART","BART_075","4030","2016",1
"217","BART","BART_075","4007","2016",1.6
"218","BART","BART_075","4006","2016",1
"219","BART","BART_075","4002","2016",1
"220","BART","BART_075","4004","2016",1.6
"221","BART","BART_075","4003","2016",1.2
"222","BART","BART_075","3161","2016",1.5
"223","BART","BART_075","3002","2016",3.1
"224","BART","BART_075","3003","2016",3.4
"225","BART","BART_075","3005","2016",4.5
"226","BART","BART_075","4023","2016",1.1
