"","siteID","plotID","subplotID","nestedsubplotid","tagID","treeID","dbh.16","measurementHeight.16","stemStatus.16","growthForm"
"16267","GRSM","GRSM_049",39,"3","00872","GRSM_049_00872",22.1,130,2,"sbt"
"16268","GRSM","GRSM_049",39,"3","00873","GRSM_049_00873",5,130,4,"smt"
"16269","GRSM","GRSM_049",39,"3","00874","GRSM_049_00874",4.1,130,1,"sis"
"16270","GRSM","GRSM_049",39,"3","00875","GRSM_049_00875",3.8,130,1,"sis"
"16271","GRSM","GRSM_049",39,"3","00876","GRSM_049_00876",9.5,130,2,"sbt"
"16272","GRSM","GRSM_049",39,"3","00877","GRSM_049_00877",3.5,130,1,"smt"
"16273","GRSM","GRSM_049",39,"3","00878","GRSM_049_00878",7.1,130,2,"smt"
"16274","GRSM","GRSM_049",39,"4","00855","GRSM_049_00855",20.9,130,1,"sbt"
"16275","GRSM","GRSM_049",39,"4","00856","GRSM_049_00856",14.3,130,4,"sbt"
"16276","GRSM","GRSM_049",39,"3","00858","GRSM_049_00858",25,130,1,"sbt"
"16277","GRSM","GRSM_049",39,"3","00859","GRSM_049_00859",12,130,1,"sbt"
"16278","GRSM","GRSM_050",21,"4","02079","GRSM_050_02079",1,130,1,"smt"
"16279","GRSM","GRSM_050",21,"4","02080","GRSM_050_02080",5.8,130,1,"smt"
"16280","GRSM","GRSM_050",21,"4","02081","GRSM_050_02081",6.9,130,1,"smt"
"16281","GRSM","GRSM_050",21,"4","02084","GRSM_050_02084",3,130,1,"smt"
"16282","GRSM","GRSM_050",21,"4","02085","GRSM_050_02085",3.3,130,1,"smt"
"16283","GRSM","GRSM_050",21,"4","02086","GRSM_050_02086",7,130,1,"smt"
"16284","GRSM","GRSM_050",21,"4","02087","GRSM_050_02087",48.6,130,1,"sbt"
"16285","GRSM","GRSM_050",21,"1","02100","GRSM_050_02100",42,130,1,"sbt"
"16286","GRSM","GRSM_050",21,"1","02101","GRSM_050_02101",55.9,130,1,"sbt"
"16287","GRSM","GRSM_050",21,"1","02102","GRSM_050_02102",31.4,130,1,"sbt"
"16288","GRSM","GRSM_050",21,"1","02103","GRSM_050_02103",4.5,130,1,"smt"
"16289","GRSM","GRSM_050",21,"1","02104","GRSM_050_02104",4.9,130,1,"smt"
"16290","GRSM","GRSM_050",21,"1","02105","GRSM_050_02105",4.8,130,1,"smt"
"16291","GRSM","GRSM_050",21,"1","02106","GRSM_050_02106",6.8,130,1,"smt"
"16292","GRSM","GRSM_050",21,"1","02107","GRSM_050_02107",27.3,130,1,"sbt"
"16293","GRSM","GRSM_050",21,"1","02108","GRSM_050_02108",1.5,130,1,"smt"
"16294","GRSM","GRSM_050",21,"2","02090","GRSM_050_02090",15.9,130,1,"sbt"
"16295","GRSM","GRSM_050",21,"4","02095","GRSM_050_02095",90.2,130,1,"mbt"
"16296","GRSM","GRSM_050",21,"2","02096","GRSM_050_02096",13.5,130,1,"sbt"
"16297","GRSM","GRSM_050",21,"2","02098","GRSM_050_02098",25.1,130,1,"sbt"
"16298","GRSM","GRSM_050",21,"2","02099","GRSM_050_02099",19.2,130,6,"sbt"
"16299","GRSM","GRSM_050",21,"2","02097","GRSM_050_02097",30.6,130,1,"sbt"
"16300","GRSM","GRSM_050",21,"3","02110","GRSM_050_02110",37.3,130,1,"sbt"
"16301","GRSM","GRSM_050",21,"3","02111","GRSM_050_02111",16.8,130,1,"sbt"
"16302","GRSM","GRSM_050",21,"3","02112","GRSM_050_02112",18.5,130,1,"sbt"
"16303","GRSM","GRSM_050",21,"3","02113","GRSM_050_02113",18.5,130,1,"sbt"
"16304","GRSM","GRSM_050",21,"3","02114","GRSM_050_02114",10.3,130,1,"sbt"
"16305","GRSM","GRSM_050",21,"4","02077","GRSM_050_02077",15.7,130,1,"sbt"
"16306","GRSM","GRSM_050",21,"4","02088","GRSM_050_02088",3.5,130,1,"smt"
"16307","GRSM","GRSM_050",21,"4","02089","GRSM_050_02089",6.8,130,1,"smt"
"16308","GRSM","GRSM_050",21,"2","02091","GRSM_050_02091",45,130,2,"sbt"
"16309","GRSM","GRSM_050",21,"4","02093","GRSM_050_02093",2.9,130,1,"smt"
"16310","GRSM","GRSM_050",21,"4","02094","GRSM_050_02094",46.3,130,1,"sbt"
"16311","GRSM","GRSM_050",39,"1","01938","GRSM_050_01938",9.4,130,1,"smt"
"16312","GRSM","GRSM_050",39,"1","01939","GRSM_050_01939",17.5,130,1,"sbt"
"16313","GRSM","GRSM_050",39,"1","01940","GRSM_050_01940",1.8,130,1,"smt"
"16314","GRSM","GRSM_050",39,"1","01945","GRSM_050_01945",34.4,130,1,"mbt"
"16315","GRSM","GRSM_050",39,"1","01946","GRSM_050_01946",6.5,130,1,"lia"
"16316","GRSM","GRSM_050",39,"1","01950","GRSM_050_01950",30.9,130,1,"sbt"
"16317","GRSM","GRSM_050",39,"1","01951","GRSM_050_01951",7.5,130,1,"lia"
"16318","GRSM","GRSM_050",39,"1","01952","GRSM_050_01952",8.9,130,2,"lia"
"16319","GRSM","GRSM_050",39,"1","01953","GRSM_050_01953",1.7,130,1,"smt"
"16320","GRSM","GRSM_050",39,"1","01955","GRSM_050_01955",30.2,130,1,"sbt"
"16321","GRSM","GRSM_050",39,"3","01947","GRSM_050_01947",7.4,130,1,"smt"
"16322","GRSM","GRSM_050",39,"3","01948","GRSM_050_01948",17.2,130,2,"sbt"
"16323","GRSM","GRSM_050",39,"3","01949","GRSM_050_01949",21.5,130,1,"sbt"
"16324","GRSM","GRSM_050",39,"3","01956","GRSM_050_01956",7.8,130,1,"smt"
"16325","GRSM","GRSM_050",39,"3","01957","GRSM_050_01957",1.2,130,1,"smt"
"16326","GRSM","GRSM_050",39,"3","01958","GRSM_050_01958",11.8,130,1,"sbt"
"16327","GRSM","GRSM_050",39,"3","01959","GRSM_050_01959",11.3,130,1,"sbt"
"16328","GRSM","GRSM_050",39,"3","01960","GRSM_050_01960",10.4,130,1,"mbt"
"16329","GRSM","GRSM_050",39,"3","01961","GRSM_050_01961",5.5,130,1,"smt"
"16330","GRSM","GRSM_050",39,"3","01963","GRSM_050_01963",1.3,130,1,"sis"
"16331","GRSM","GRSM_050",NA,NA,"01963","GRSM_050_01963",1.3,130,1,"sis"
"16332","GRSM","GRSM_050",39,"1","01945A","GRSM_050_01945A",19.2,130,1,"mbt"
"16333","GRSM","GRSM_050",39,"1","01945B","GRSM_050_01945B",25.5,130,2,"mbt"
"16334","GRSM","GRSM_050",39,"1","01945C","GRSM_050_01945C",11.1,130,1,"mbt"
"16335","GRSM","GRSM_050",39,"3","01967","GRSM_050_01967",4.4,130,1,"smt"
"16336","GRSM","GRSM_050",39,"3","01976","GRSM_050_01976",15.7,130,1,"sbt"
"16337","GRSM","GRSM_050",39,"3","01977","GRSM_050_01977",14.7,130,1,"sbt"
"16338","GRSM","GRSM_050",39,"3","01983","GRSM_050_01983",59.8,130,1,"sbt"
"16339","GRSM","GRSM_050",39,"3","01984","GRSM_050_01984",10,130,1,"sbt"
"16340","GRSM","GRSM_050",39,"3","01985","GRSM_050_01985",45.9,130,1,"sbt"
"16341","GRSM","GRSM_050",39,"4","01964","GRSM_050_01964",51.8,130,1,"sbt"
"16342","GRSM","GRSM_050",39,"4","01965","GRSM_050_01965",15.1,130,1,"sbt"
"16343","GRSM","GRSM_050",39,"4","01971","GRSM_050_01971",35,130,1,"sbt"
"16344","GRSM","GRSM_050",39,"4","01972","GRSM_050_01972",19.2,130,1,"sbt"
"16345","GRSM","GRSM_050",39,"4","01973","GRSM_050_01973",13.5,130,1,"sbt"
"16346","GRSM","GRSM_050",39,"4","01974","GRSM_050_01974",12.7,130,1,"sbt"
"16347","GRSM","GRSM_050",39,"3","01975","GRSM_050_01975",12.2,130,1,"sbt"
"16348","GRSM","GRSM_050",39,"4","01982","GRSM_050_01982",40.3,130,1,"sbt"
"16349","GRSM","GRSM_050",39,"3","01960A","GRSM_050_01960A",7.4,130,1,"mbt"
"16350","GRSM","GRSM_050",39,"1","01918","GRSM_050_01918",9.4,130,1,"smt"
"16351","GRSM","GRSM_050",21,"3","02082","GRSM_050_02082",4.9,130,1,"smt"
"16352","GRSM","GRSM_051",23,"1","01998","GRSM_051_01998",14.4,130,2,"sbt"
"16353","GRSM","GRSM_051",23,"1","01999","GRSM_051_01999",10,130,1,"mbt"
"16354","GRSM","GRSM_051",23,"1","01999A","GRSM_051_01999A",8.2,130,1,"mbt"
"16355","GRSM","GRSM_051",23,"1","01999B","GRSM_051_01999B",8.1,130,1,"mbt"
"16356","GRSM","GRSM_051",23,"1","01999C","GRSM_051_01999C",5.3,130,1,"mbt"
"16357","GRSM","GRSM_051",23,"1","02000","GRSM_051_02000",21.6,130,2,"sbt"
"16358","GRSM","GRSM_051",23,"1","02001","GRSM_051_02001",31.4,130,1,"sbt"
"16359","GRSM","GRSM_051",23,"1","02002","GRSM_051_02002",19.8,130,2,"sbt"
"16360","GRSM","GRSM_051",23,"1","02003","GRSM_051_02003",14.6,130,1,"sbt"
"16361","GRSM","GRSM_051",23,"2","01995","GRSM_051_01995",10.4,130,1,"sbt"
"16362","GRSM","GRSM_051",23,"2","01996","GRSM_051_01996",17.5,130,1,"sbt"
"16363","GRSM","GRSM_051",23,"2","02004","GRSM_051_02004",12,130,1,"mbt"
"16364","GRSM","GRSM_051",23,"2","02004A","GRSM_051_02004A",7.5,130,1,"mbt"
"16365","GRSM","GRSM_051",23,"2","02006","GRSM_051_02006",3.4,130,1,"sis"
"16366","GRSM","GRSM_051",23,"2","02008","GRSM_051_02008",1,130,2,"smt"
"16367","GRSM","GRSM_051",23,"2","02013","GRSM_051_02013",3.8,130,6,"sis"
"16368","GRSM","GRSM_051",23,"2","02015","GRSM_051_02015",14.8,130,1,"sbt"
"16369","GRSM","GRSM_051",23,"2","02016","GRSM_051_02016",30,130,2,"sbt"
"16370","GRSM","GRSM_051",23,"2","02019","GRSM_051_02019",18.9,130,1,"sbt"
"16371","GRSM","GRSM_051",23,"3","01978","GRSM_051_01978",14.2,130,6,"sbt"
"16372","GRSM","GRSM_051",23,"3","01979","GRSM_051_01979",32.6,130,2,"sbt"
"16373","GRSM","GRSM_051",23,"3","01986","GRSM_051_01986",17,130,2,"sbt"
"16374","GRSM","GRSM_051",23,"3","01987","GRSM_051_01987",10.8,130,1,"mbt"
"16375","GRSM","GRSM_051",23,"3","01987A","GRSM_051_01987A",4.5,130,1,"mbt"
"16376","GRSM","GRSM_051",23,"3","01988","GRSM_051_01988",26.7,130,2,"sbt"
"16377","GRSM","GRSM_051",23,"3","01989","GRSM_051_01989",22.5,130,2,"sbt"
"16378","GRSM","GRSM_051",23,"3","01997","GRSM_051_01997",12.9,130,1,"sbt"
"16379","GRSM","GRSM_051",23,"4","01980","GRSM_051_01980",19.4,130,1,"sbt"
"16380","GRSM","GRSM_051",23,"4","01981","GRSM_051_01981",38.5,130,2,"sbt"
"16381","GRSM","GRSM_051",23,"4","01990","GRSM_051_01990",16,130,1,"sbt"
"16382","GRSM","GRSM_051",23,"4","01991","GRSM_051_01991",23.9,120,1,"sbt"
"16383","GRSM","GRSM_051",23,"4","01992","GRSM_051_01992",39.8,130,1,"sbt"
"16384","GRSM","GRSM_051",23,"4","01993","GRSM_051_01993",41.5,130,2,"sbt"
"16385","GRSM","GRSM_051",23,"4","01994","GRSM_051_01994",13.7,130,1,"sbt"
"16386","GRSM","GRSM_051",23,"4","02017","GRSM_051_02017",15.8,130,1,"mbt"
"16387","GRSM","GRSM_051",23,"4","02017A","GRSM_051_02017A",15.9,130,1,"mbt"
"16388","GRSM","GRSM_051",23,"4","02018","GRSM_051_02018",2.3,130,1,"sis"
"16389","GRSM","GRSM_051",23,"4","02020","GRSM_051_02020",24.4,130,2,"sbt"
"16390","GRSM","GRSM_051",23,"4","02021","GRSM_051_02021",10.7,130,1,"sbt"
"16391","GRSM","GRSM_051",23,"4","02022","GRSM_051_02022",18.8,130,2,"sbt"
"16392","GRSM","GRSM_051",23,"4","02024","GRSM_051_02024",8.1,130,1,"sis"
"16393","GRSM","GRSM_051",23,"4","02025","GRSM_051_02025",5,130,1,"sis"
"16394","GRSM","GRSM_051",23,"4","02026","GRSM_051_02026",4.4,130,1,"sis"
"16395","GRSM","GRSM_051",23,"4","02029","GRSM_051_02029",1.9,130,1,"sis"
"16396","GRSM","GRSM_051",23,"4","02030","GRSM_051_02030",1.4,130,1,"sis"
"16397","GRSM","GRSM_051",23,"4","02031","GRSM_051_02031",1.9,130,1,"sis"
"16398","GRSM","GRSM_051",NA,NA,"02031","GRSM_051_02031",1.2,130,1,"sis"
"16399","GRSM","GRSM_051",23,"4","02032","GRSM_051_02032",1.6,130,1,"sis"
"16400","GRSM","GRSM_051",23,"4","02033","GRSM_051_02033",2.2,130,1,"sis"
"16401","GRSM","GRSM_051",41,"1","02058","GRSM_051_02058",11.6,130,1,"sbt"
"16402","GRSM","GRSM_051",41,"1","02064","GRSM_051_02064",29.8,130,1,"sbt"
"16403","GRSM","GRSM_051",41,"1","02065","GRSM_051_02065",13.8,130,1,"sbt"
"16404","GRSM","GRSM_051",41,"1","02066","GRSM_051_02066",1.9,130,1,"sis"
"16405","GRSM","GRSM_051",41,"1","02067","GRSM_051_02067",1.9,130,1,"sis"
"16406","GRSM","GRSM_051",41,"1","02070","GRSM_051_02070",14.5,130,1,"sbt"
"16407","GRSM","GRSM_051",41,"1","02071","GRSM_051_02071",14.1,130,1,"sbt"
"16408","GRSM","GRSM_051",41,"1","02072","GRSM_051_02072",19.2,130,1,"sbt"
"16409","GRSM","GRSM_051",41,"1","02074","GRSM_051_02074",3.5,130,1,"smt"
"16410","GRSM","GRSM_051",41,"1","02075","GRSM_051_02075",3.5,130,1,"sis"
"16411","GRSM","GRSM_051",41,"1","02076","GRSM_051_02076",1.7,130,1,"sis"
"16412","GRSM","GRSM_051",41,"2","02034","GRSM_051_02034",26.2,130,2,"sbt"
"16413","GRSM","GRSM_051",41,"2","02035","GRSM_051_02035",28,130,2,"sbt"
"16414","GRSM","GRSM_051",41,"2","02036","GRSM_051_02036",12.4,130,1,"mbt"
"16415","GRSM","GRSM_051",41,"2","02041","GRSM_051_02041",43.7,130,2,"sbt"
"16416","GRSM","GRSM_051",41,"2","02042","GRSM_051_02042",26.4,130,2,"sbt"
"16417","GRSM","GRSM_051",41,"2","02043","GRSM_051_02043",31.1,130,2,"sbt"
"16418","GRSM","GRSM_051",41,"2","02044","GRSM_051_02044",34.3,130,2,"sbt"
"16419","GRSM","GRSM_051",41,"3","02054","GRSM_051_02054",15.9,130,1,"sbt"
"16420","GRSM","GRSM_051",41,"3","02055","GRSM_051_02055",13.7,130,1,"sbt"
"16421","GRSM","GRSM_051",41,"3","02056","GRSM_051_02056",10.4,130,1,"sbt"
"16422","GRSM","GRSM_051",41,"3","02057","GRSM_051_02057",15.4,130,1,"mbt"
"16423","GRSM","GRSM_051",41,"3","02057A","GRSM_051_02057A",12.8,130,1,"mbt"
"16424","GRSM","GRSM_051",41,"3","02061","GRSM_051_02061",26.2,130,1,"sbt"
"16425","GRSM","GRSM_051",41,"3","02062","GRSM_051_02062",15.5,130,1,"sbt"
"16426","GRSM","GRSM_051",41,"3","02063","GRSM_051_02063",20.8,130,2,"sbt"
"16427","GRSM","GRSM_051",41,"4","02037","GRSM_051_02037",10.3,130,1,"sis"
"16428","GRSM","GRSM_051",41,"4","02038","GRSM_051_02038",13.1,130,1,"sbt"
"16429","GRSM","GRSM_051",41,"4","02039","GRSM_051_02039",19.8,130,1,"mbt"
"16430","GRSM","GRSM_051",41,"4","02039A","GRSM_051_02039A",7,130,1,"mbt"
"16431","GRSM","GRSM_051",41,"4","02039B","GRSM_051_02039B",7.2,130,1,"mbt"
"16432","GRSM","GRSM_051",41,"4","02040","GRSM_051_02040",33.7,130,1,"sbt"
"16433","GRSM","GRSM_051",41,"4","02045","GRSM_051_02045",18.8,130,1,"sbt"
"16434","GRSM","GRSM_051",41,"4","02046","GRSM_051_02046",16.4,130,1,"sbt"
"16435","GRSM","GRSM_051",41,"4","02047","GRSM_051_02047",17.7,130,1,"sbt"
"16436","GRSM","GRSM_051",41,"4","02048","GRSM_051_02048",2.3,130,1,"sis"
"16437","GRSM","GRSM_051",41,"4","02049","GRSM_051_02049",3,130,1,"sis"
"16438","GRSM","GRSM_051",41,"4","02050","GRSM_051_02050",7.8,130,1,"smt"
"16439","GRSM","GRSM_051",41,"4","02051","GRSM_051_02051",7.3,130,1,"smt"
"16440","GRSM","GRSM_051",41,"4","02059","GRSM_051_02059",20.4,130,1,"sbt"
"16441","GRSM","GRSM_051",41,"4","02060","GRSM_051_02060",10.7,130,1,"mbt"
"16442","GRSM","GRSM_051",41,"4","02060A","GRSM_051_02060A",7.7,130,1,"mbt"
"16443","GRSM","GRSM_051",41,"4","02053","GRSM_051_02053",2,130,1,"sis"
"16444","GRSM","GRSM_051",41,"4","02053","GRSM_051_02053",1.2,130,1,"sis"
"16445","GRSM","GRSM_051",41,"2","02036A","GRSM_051_02036A",6.4,130,1,"mbt"
"16446","GRSM","GRSM_047",21,"1","01293","GRSM_047_01293",10.3,130,1,"sbt"
"16447","GRSM","GRSM_047",21,"1","01294","GRSM_047_01294",12.3,130,1,"sbt"
"16448","GRSM","GRSM_047",21,"1","01295","GRSM_047_01295",14,130,1,"sbt"
"16449","GRSM","GRSM_047",21,"1","01296","GRSM_047_01296",13.3,130,1,"sbt"
"16450","GRSM","GRSM_047",21,"1","01297","GRSM_047_01297",4,130,1,"sis"
"16451","GRSM","GRSM_047",21,"1","01298","GRSM_047_01298",2.5,130,6,"sis"
"16452","GRSM","GRSM_047",21,"1","01299","GRSM_047_01299",11.8,130,1,"sbt"
"16453","GRSM","GRSM_047",21,"1","01300","GRSM_047_01300",1.8,130,1,"sis"
"16454","GRSM","GRSM_047",21,"1","01301","GRSM_047_01301",3.9,130,1,"sis"
"16455","GRSM","GRSM_047",21,"1","01302","GRSM_047_01302",3,130,1,"sis"
"16456","GRSM","GRSM_047",21,"1","01303","GRSM_047_01303",5,130,1,"sis"
"16457","GRSM","GRSM_047",NA,NA,"01303","GRSM_047_01303",4.2,130,1,"sis"
"16458","GRSM","GRSM_047",21,"2","01283","GRSM_047_01283",11.8,130,1,"mbt"
"16459","GRSM","GRSM_047",21,NA,"01283A","GRSM_047_01283A",10.1,130,1,"mbt"
"16460","GRSM","GRSM_047",21,"2","01289","GRSM_047_01289",44.9,130,1,"sbt"
"16461","GRSM","GRSM_047",21,"2","01290","GRSM_047_01290",23,130,2,"sbt"
"16462","GRSM","GRSM_047",21,"2","01291","GRSM_047_01291",10.2,130,1,"sbt"
"16463","GRSM","GRSM_047",21,"2","01292","GRSM_047_01292",11.4,130,1,"sbt"
"16464","GRSM","GRSM_047",21,"3","01271","GRSM_047_01271",13.1,130,1,"sbt"
"16465","GRSM","GRSM_047",21,"3","01272","GRSM_047_01272",20.8,130,1,"sbt"
"16466","GRSM","GRSM_047",21,"3","01273","GRSM_047_01273",10.8,130,1,"sbt"
"16467","GRSM","GRSM_047",21,"3","01274","GRSM_047_01274",15.2,130,1,"sbt"
"16468","GRSM","GRSM_047",21,"3","01275","GRSM_047_01275",11.1,130,1,"mbt"
"16469","GRSM","GRSM_047",21,NA,"01275A","GRSM_047_01275A",8,130,1,"mbt"
"16470","GRSM","GRSM_047",21,"3","01284","GRSM_047_01284",14.7,130,1,"sbt"
"16471","GRSM","GRSM_047",21,"3","01285","GRSM_047_01285",14.8,130,1,"sbt"
"16472","GRSM","GRSM_047",21,"3","01286","GRSM_047_01286",15,130,1,"sbt"
"16473","GRSM","GRSM_047",21,"3","01287","GRSM_047_01287",23,130,1,"sbt"
"16474","GRSM","GRSM_047",21,"3","01288","GRSM_047_01288",17.5,130,1,"sbt"
"16475","GRSM","GRSM_047",21,"4","01243","GRSM_047_01243",1.6,130,1,"smt"
"16476","GRSM","GRSM_047",21,"4","01245","GRSM_047_01245",13.4,130,1,"sbt"
"16477","GRSM","GRSM_047",21,"4","01246","GRSM_047_01246",2.5,130,1,"sis"
"16478","GRSM","GRSM_047",NA,NA,"01246","GRSM_047_01246",3,130,1,"sis"
"16479","GRSM","GRSM_047",21,"4","01247","GRSM_047_01247",2,130,1,"sis"
"16480","GRSM","GRSM_047",21,"4","01248","GRSM_047_01248",3.2,130,1,"smt"
"16481","GRSM","GRSM_047",21,"4","01249","GRSM_047_01249",2.2,130,1,"sis"
"16482","GRSM","GRSM_047",21,"4","01250","GRSM_047_01250",41.6,130,1,"sbt"
