"","siteID","plotID","subplotID","nestedSubplotID","tagID","treeID","dbh.15","measurementHeight.15","stemStatus.15","growthForm"
"9283","GRSM","GRSM_047",21,4,"1281","GRSM_047_1281",17.9,130,1,NA
"9284","GRSM","GRSM_047",21,2,"1282","GRSM_047_1282",14.2,130,1,NA
"9285","GRSM","GRSM_047",21,2,"1283","GRSM_047_1283",11.8,130,1,NA
"9286","GRSM","GRSM_047",21,2,"1283A","GRSM_047_1283A",10.1,130,1,NA
"9287","GRSM","GRSM_047",21,3,"1284","GRSM_047_1284",14.6,130,1,NA
"9288","GRSM","GRSM_047",21,NA,"1285","GRSM_047_1285",13.7,130,1,NA
"9289","GRSM","GRSM_047",21,NA,"1286","GRSM_047_1286",11.2,130,1,NA
"9290","GRSM","GRSM_047",21,NA,"1287","GRSM_047_1287",21.7,130,1,NA
"9291","GRSM","GRSM_047",21,NA,"1288","GRSM_047_1288",17.6,130,1,NA
"9292","GRSM","GRSM_047",21,NA,"1289","GRSM_047_1289",45.2,130,1,NA
"9293","GRSM","GRSM_047",21,NA,"1290","GRSM_047_1290",23,130,2,NA
"9294","GRSM","GRSM_047",21,NA,"1291","GRSM_047_1291",10.3,130,1,NA
"9295","GRSM","GRSM_047",21,NA,"1292","GRSM_047_1292",11.5,130,1,NA
"9296","GRSM","GRSM_047",21,NA,"1293","GRSM_047_1293",10.2,130,1,NA
"9297","GRSM","GRSM_047",21,NA,"1294","GRSM_047_1294",12.2,130,1,NA
"9298","GRSM","GRSM_047",21,NA,"1295","GRSM_047_1295",13.6,130,1,NA
"9299","GRSM","GRSM_047",21,NA,"1296","GRSM_047_1296",13.3,130,1,NA
"9300","GRSM","GRSM_047",21,NA,"1297","GRSM_047_1297",4.1,130,1,NA
"9301","GRSM","GRSM_047",21,NA,"1299","GRSM_047_1299",11.8,130,1,NA
"9302","GRSM","GRSM_047",39,1,"1307","GRSM_047_1307",26.3,130,1,NA
"9303","GRSM","GRSM_047",39,1,"1312","GRSM_047_1312",4.4,130,1,NA
"9304","GRSM","GRSM_047",39,NA,"1318","GRSM_047_1318",9.7,130,1,NA
"9305","GRSM","GRSM_047",39,NA,"1319","GRSM_047_1319",31.2,130,2,NA
"9306","GRSM","GRSM_047",39,NA,"1320","GRSM_047_1320",47.3,130,2,NA
"9307","GRSM","GRSM_047",39,NA,"1321","GRSM_047_1321",12.4,130,1,NA
"9308","GRSM","GRSM_047",39,NA,"1322","GRSM_047_1322",14.8,130,1,NA
"9309","GRSM","GRSM_047",39,NA,"1323","GRSM_047_1323",14.7,130,1,NA
"9310","GRSM","GRSM_047",39,1,"1324","GRSM_047_1324",11.9,130,1,NA
"9311","GRSM","GRSM_047",39,1,"1325","GRSM_047_1325",16.9,130,2,NA
"9312","GRSM","GRSM_047",39,1,"1326","GRSM_047_1326",19.1,130,1,NA
"9313","GRSM","GRSM_047",39,NA,"1327","GRSM_047_1327",35.5,130,1,NA
"9314","GRSM","GRSM_047",39,4,"1328","GRSM_047_1328",24.7,130,1,NA
"9315","GRSM","GRSM_047",39,4,"1329","GRSM_047_1329",14.5,130,1,NA
"9316","GRSM","GRSM_047",39,2,"1330","GRSM_047_1330",11,130,1,NA
"9317","GRSM","GRSM_047",39,2,"1331","GRSM_047_1331",25.3,130,1,NA
"9318","GRSM","GRSM_047",39,2,"1331A","GRSM_047_1331A",19.6,130,1,NA
"9319","GRSM","GRSM_047",39,NA,"1332","GRSM_047_1332",15.3,130,1,NA
"9320","GRSM","GRSM_047",39,NA,"1333","GRSM_047_1333",24.2,130,1,NA
"9321","GRSM","GRSM_047",39,NA,"1334","GRSM_047_1334",16,130,1,NA
"9322","GRSM","GRSM_047",39,NA,"1335","GRSM_047_1335",27.7,130,1,NA
"9323","GRSM","GRSM_047",39,NA,"1336","GRSM_047_1336",38,130,1,NA
"9324","GRSM","GRSM_047",39,NA,"1336A","GRSM_047_1336A",23,130,1,NA
"9325","GRSM","GRSM_047",39,NA,"1338","GRSM_047_1338",1.3,130,1,NA
"9326","GRSM","GRSM_047",39,NA,"1339","GRSM_047_1339",26.2,130,1,NA
"9327","GRSM","GRSM_047",39,NA,"1340","GRSM_047_1340",7.5,130,1,NA
"9328","GRSM","GRSM_047",39,NA,"1341","GRSM_047_1341",10.9,130,1,NA
"9329","GRSM","GRSM_047",39,NA,"1344","GRSM_047_1344",1.4,130,1,NA
"9330","GRSM","GRSM_047",39,3,"1345","GRSM_047_1345",8.9,130,1,NA
"9331","GRSM","GRSM_047",39,3,"1346","GRSM_047_1346",2,130,1,NA
"9332","GRSM","GRSM_048",23,2,"106","GRSM_048_106",2.5,130,1,NA
"9333","GRSM","GRSM_048",23,2,"107","GRSM_048_107",34.1,130,1,NA
"9334","GRSM","GRSM_048",23,2,"108","GRSM_048_108",1.3,130,1,NA
"9335","GRSM","GRSM_048",23,2,"109","GRSM_048_109",1.5,130,1,NA
"9336","GRSM","GRSM_048",23,2,"110","GRSM_048_110",1.5,130,1,NA
"9337","GRSM","GRSM_048",23,2,"111","GRSM_048_111",4.1,130,1,NA
"9338","GRSM","GRSM_048",23,2,"112","GRSM_048_112",1.2,130,1,NA
"9339","GRSM","GRSM_048",23,2,"113","GRSM_048_113",47.5,130,1,NA
"9340","GRSM","GRSM_048",23,2,"114","GRSM_048_114",5,130,1,NA
"9341","GRSM","GRSM_048",23,2,"115","GRSM_048_115",8.4,130,1,NA
"9342","GRSM","GRSM_048",23,2,"117","GRSM_048_117",1.6,130,1,NA
"9343","GRSM","GRSM_048",23,2,"118","GRSM_048_118",9.8,130,1,NA
"9344","GRSM","GRSM_048",23,2,"118A","GRSM_048_118A",9.4,130,1,NA
"9345","GRSM","GRSM_048",23,2,"119","GRSM_048_119",15.5,130,1,NA
"9346","GRSM","GRSM_048",23,2,"122","GRSM_048_122",1.6,130,1,NA
"9347","GRSM","GRSM_048",23,2,"124","GRSM_048_124",18,130,2,NA
"9348","GRSM","GRSM_048",23,2,"125","GRSM_048_125",16,130,1,NA
"9349","GRSM","GRSM_048",23,4,"126","GRSM_048_126",7.5,130,1,NA
"9350","GRSM","GRSM_048",23,4,"129","GRSM_048_129",40.6,130,1,NA
"9351","GRSM","GRSM_048",23,4,"130","GRSM_048_130",1.1,130,1,NA
"9352","GRSM","GRSM_048",23,4,"137","GRSM_048_137",50.2,130,1,NA
"9353","GRSM","GRSM_048",23,4,"142","GRSM_048_142",1.9,130,1,NA
"9354","GRSM","GRSM_048",23,4,"143","GRSM_048_143",3.4,130,1,NA
"9355","GRSM","GRSM_048",23,3,"144","GRSM_048_144",47.3,130,1,NA
"9356","GRSM","GRSM_048",23,3,"145","GRSM_048_145",44,130,1,NA
"9357","GRSM","GRSM_048",23,3,"146","GRSM_048_146",43.9,130,1,NA
"9358","GRSM","GRSM_048",23,3,"147","GRSM_048_147",14.7,130,1,NA
"9359","GRSM","GRSM_048",23,1,"148","GRSM_048_148",14.6,130,1,NA
"9360","GRSM","GRSM_048",23,1,"149","GRSM_048_149",54.8,130,1,NA
"9361","GRSM","GRSM_048",23,1,"150","GRSM_048_150",17.1,130,1,NA
"9362","GRSM","GRSM_048",23,1,"151","GRSM_048_151",47.5,130,1,NA
"9363","GRSM","GRSM_048",23,1,"152","GRSM_048_152",13.9,130,1,NA
"9364","GRSM","GRSM_048",41,4,"153","GRSM_048_153",17.7,130,1,NA
"9365","GRSM","GRSM_048",41,4,"154","GRSM_048_154",13.4,130,1,NA
"9366","GRSM","GRSM_048",41,4,"155","GRSM_048_155",17.5,130,1,NA
"9367","GRSM","GRSM_048",41,4,"156","GRSM_048_156",4,130,1,NA
"9368","GRSM","GRSM_048",41,4,"159","GRSM_048_159",3.1,130,1,NA
"9369","GRSM","GRSM_048",41,4,"160","GRSM_048_160",9,130,1,NA
"9370","GRSM","GRSM_048",41,4,"161","GRSM_048_161",51.4,130,1,NA
"9371","GRSM","GRSM_048",41,3,"162","GRSM_048_162",29,130,1,NA
"9372","GRSM","GRSM_048",41,3,"163","GRSM_048_163",14.4,130,1,NA
"9373","GRSM","GRSM_048",41,3,"164","GRSM_048_164",27.1,130,1,NA
"9374","GRSM","GRSM_048",41,3,"165","GRSM_048_165",17.5,130,1,NA
"9375","GRSM","GRSM_048",41,1,"166","GRSM_048_166",98.9,130,1,NA
"9376","GRSM","GRSM_048",41,1,"167","GRSM_048_167",18.7,130,1,NA
"9377","GRSM","GRSM_048",41,1,"168","GRSM_048_168",2.2,130,1,NA
"9378","GRSM","GRSM_048",41,1,"169","GRSM_048_169",3.5,130,1,NA
"9379","GRSM","GRSM_048",41,1,"173","GRSM_048_173",26.1,130,1,NA
"9380","GRSM","GRSM_048",41,1,"177","GRSM_048_177",8.5,130,1,NA
"9381","GRSM","GRSM_048",41,1,"178","GRSM_048_178",6.5,130,1,NA
"9382","GRSM","GRSM_048",41,1,"179","GRSM_048_179",2.1,130,1,NA
"9383","GRSM","GRSM_048",41,1,"180","GRSM_048_180",1.9,130,1,NA
"9384","GRSM","GRSM_048",41,1,"182","GRSM_048_182",4.4,130,1,NA
"9385","GRSM","GRSM_048",41,1,"185","GRSM_048_185",9.3,130,1,NA
"9386","GRSM","GRSM_048",41,1,"186","GRSM_048_186",16.2,130,1,NA
"9387","GRSM","GRSM_048",41,1,"189","GRSM_048_189",2.8,130,1,NA
"9388","GRSM","GRSM_048",41,2,"190","GRSM_048_190",81,130,1,NA
"9389","GRSM","GRSM_048",41,2,"191","GRSM_048_191",65.5,130,1,NA
"9390","GRSM","GRSM_048",41,2,"192","GRSM_048_192",27.1,130,2,NA
"9391","GRSM","GRSM_048",41,2,"193","GRSM_048_193",30.5,130,1,NA
"9392","GRSM","GRSM_048",41,2,"194","GRSM_048_194",37.4,130,1,NA
"9393","GRSM","GRSM_048",23,4,"195","GRSM_048_195",3,130,1,NA
"9394","GRSM","GRSM_049",21,1,"785","GRSM_049_785",59.3,130,1,NA
"9395","GRSM","GRSM_049",21,1,"786","GRSM_049_786",2,130,1,NA
"9396","GRSM","GRSM_049",21,1,"787","GRSM_049_787",3.5,130,2,NA
"9397","GRSM","GRSM_049",21,1,"788","GRSM_049_788",9.7,130,1,NA
"9398","GRSM","GRSM_049",21,1,"789","GRSM_049_789",5,130,1,NA
"9399","GRSM","GRSM_049",21,1,"792","GRSM_049_792",5.2,130,4,NA
"9400","GRSM","GRSM_049",21,1,"794","GRSM_049_794",30.8,130,1,NA
"9401","GRSM","GRSM_049",21,1,"795","GRSM_049_795",3.3,130,1,NA
"9402","GRSM","GRSM_049",21,1,"796","GRSM_049_796",20.3,130,1,NA
"9403","GRSM","GRSM_049",21,1,"797","GRSM_049_797",50.4,130,1,NA
"9404","GRSM","GRSM_049",21,1,"798","GRSM_049_798",19.7,130,1,NA
"9405","GRSM","GRSM_049",21,1,"799","GRSM_049_799",40.5,130,1,NA
"9406","GRSM","GRSM_049",21,1,"800","GRSM_049_800",33.1,130,1,NA
"9407","GRSM","GRSM_049",21,2,"801","GRSM_049_801",39.3,130,1,NA
"9408","GRSM","GRSM_049",21,2,"802","GRSM_049_802",40.3,130,7,NA
"9409","GRSM","GRSM_049",21,2,"803","GRSM_049_803",14.8,130,1,NA
"9410","GRSM","GRSM_049",21,2,"804","GRSM_049_804",12.6,130,1,NA
"9411","GRSM","GRSM_049",21,2,"805","GRSM_049_805",17.7,130,1,NA
"9412","GRSM","GRSM_049",21,2,"806","GRSM_049_806",22.3,130,2,NA
"9413","GRSM","GRSM_049",21,1,"807","GRSM_049_807",10.1,130,4,NA
"9414","GRSM","GRSM_049",21,3,"808","GRSM_049_808",19.4,130,1,NA
"9415","GRSM","GRSM_049",21,3,"809","GRSM_049_809",38.3,130,1,NA
"9416","GRSM","GRSM_049",21,3,"810","GRSM_049_810",12.4,130,1,NA
"9417","GRSM","GRSM_049",21,3,"811","GRSM_049_811",19,130,1,NA
"9418","GRSM","GRSM_049",21,3,"812","GRSM_049_812",17.7,130,1,NA
"9419","GRSM","GRSM_049",21,4,"813","GRSM_049_813",38.5,130,1,NA
"9420","GRSM","GRSM_049",21,4,"813A","GRSM_049_813A",30.3,130,1,NA
"9421","GRSM","GRSM_049",21,4,"814","GRSM_049_814",10.6,130,1,NA
"9422","GRSM","GRSM_049",21,4,"815","GRSM_049_815",27.5,130,2,NA
"9423","GRSM","GRSM_049",21,4,"816","GRSM_049_816",39.9,130,1,NA
"9424","GRSM","GRSM_049",21,4,"817","GRSM_049_817",50.6,130,1,NA
"9425","GRSM","GRSM_049",21,4,"818","GRSM_049_818",18.1,130,1,NA
"9426","GRSM","GRSM_049",21,4,"821","GRSM_049_821",9,130,1,NA
"9427","GRSM","GRSM_049",21,4,"822","GRSM_049_822",6.4,130,1,NA
"9428","GRSM","GRSM_049",21,4,"823","GRSM_049_823",24.9,130,1,NA
"9429","GRSM","GRSM_049",21,4,"823A","GRSM_049_823A",17.5,130,1,NA
"9430","GRSM","GRSM_049",21,4,"824","GRSM_049_824",9.6,130,1,NA
"9431","GRSM","GRSM_049",21,3,"825","GRSM_049_825",13.8,130,1,NA
"9432","GRSM","GRSM_049",39,1,"791","GRSM_049_791",1.5,130,1,NA
"9433","GRSM","GRSM_049",39,1,"793","GRSM_049_793",1.2,130,1,NA
"9434","GRSM","GRSM_049",39,1,"826","GRSM_049_826",3.5,130,1,NA
"9435","GRSM","GRSM_049",39,1,"827","GRSM_049_827",2,130,1,NA
"9436","GRSM","GRSM_049",39,1,"828","GRSM_049_828",1,130,1,NA
"9437","GRSM","GRSM_049",39,1,"829","GRSM_049_829",1.2,130,1,NA
"9438","GRSM","GRSM_049",39,1,"830","GRSM_049_830",1.5,130,1,NA
"9439","GRSM","GRSM_049",39,1,"832","GRSM_049_832",1,130,1,NA
"9440","GRSM","GRSM_049",39,1,"833","GRSM_049_833",2.1,130,1,NA
"9441","GRSM","GRSM_049",39,1,"834","GRSM_049_834",1.3,130,1,NA
"9442","GRSM","GRSM_049",39,1,"838","GRSM_049_838",1.1,130,1,NA
"9443","GRSM","GRSM_049",39,1,"839","GRSM_049_839",2.4,130,4,NA
"9444","GRSM","GRSM_049",39,1,"841","GRSM_049_841",2.4,130,4,NA
"9445","GRSM","GRSM_049",39,1,"842","GRSM_049_842",11.8,130,1,NA
"9446","GRSM","GRSM_049",39,1,"843","GRSM_049_843",10.1,130,1,NA
"9447","GRSM","GRSM_049",39,1,"844","GRSM_049_844",22.8,130,1,NA
"9448","GRSM","GRSM_049",39,1,"845","GRSM_049_845",10.1,130,1,NA
"9449","GRSM","GRSM_049",39,1,"846","GRSM_049_846",15.2,130,1,NA
"9450","GRSM","GRSM_049",39,1,"847","GRSM_049_847",11.8,130,1,NA
"9451","GRSM","GRSM_049",39,2,"848","GRSM_049_848",21,130,1,NA
"9452","GRSM","GRSM_049",39,2,"849","GRSM_049_849",9,130,1,NA
"9453","GRSM","GRSM_049",39,2,"850","GRSM_049_850",32.5,130,1,NA
"9454","GRSM","GRSM_049",39,2,"851","GRSM_049_851",10.2,130,1,NA
"9455","GRSM","GRSM_049",39,2,"853","GRSM_049_853",16.5,130,2,NA
"9456","GRSM","GRSM_049",39,2,"854","GRSM_049_854",14.8,130,1,NA
"9457","GRSM","GRSM_049",39,4,"855","GRSM_049_855",21,130,1,NA
"9458","GRSM","GRSM_049",39,4,"856","GRSM_049_856",13.9,130,1,NA
"9459","GRSM","GRSM_049",39,3,"857","GRSM_049_857",16.7,130,1,NA
"9460","GRSM","GRSM_049",39,4,"858","GRSM_049_858",25.1,130,1,NA
"9461","GRSM","GRSM_049",39,4,"859","GRSM_049_859",13.4,130,1,NA
"9462","GRSM","GRSM_049",39,3,"860","GRSM_049_860",13.3,130,1,NA
"9463","GRSM","GRSM_049",39,3,"861","GRSM_049_861",18,130,2,NA
"9464","GRSM","GRSM_049",39,3,"862","GRSM_049_862",54.8,130,1,NA
"9465","GRSM","GRSM_049",39,3,"863","GRSM_049_863",14.3,130,1,NA
"9466","GRSM","GRSM_049",39,3,"864","GRSM_049_864",31.1,130,1,NA
"9467","GRSM","GRSM_049",39,3,"865","GRSM_049_865",14.6,130,1,NA
"9468","GRSM","GRSM_049",39,3,"866","GRSM_049_866",4.7,130,1,NA
"9469","GRSM","GRSM_049",39,3,"867","GRSM_049_867",31.9,130,1,NA
"9470","GRSM","GRSM_049",39,3,"868","GRSM_049_868",4.7,130,1,NA
"9471","GRSM","GRSM_049",39,3,"869","GRSM_049_869",5.1,130,1,NA
"9472","GRSM","GRSM_049",39,3,"871","GRSM_049_871",10.1,130,1,NA
"9473","GRSM","GRSM_049",39,3,"872","GRSM_049_872",22,130,2,NA
"9474","GRSM","GRSM_049",39,3,"873","GRSM_049_873",4.9,130,4,NA
"9475","GRSM","GRSM_049",39,3,"874","GRSM_049_874",3.9,130,1,NA
"9476","GRSM","GRSM_049",39,3,"876","GRSM_049_876",10.5,130,2,NA
"9477","GRSM","GRSM_049",39,3,"877","GRSM_049_877",3.6,130,1,NA
"9478","GRSM","GRSM_049",39,3,"878","GRSM_049_878",7,130,1,NA
"9479","GRSM","GRSM_050",39,1,"1918","GRSM_050_1918",9.8,130,1,NA
"9480","GRSM","GRSM_050",39,1,"1938","GRSM_050_1938",9.5,130,1,NA
"9481","GRSM","GRSM_050",39,1,"1939","GRSM_050_1939",17.8,130,1,NA
"9482","GRSM","GRSM_050",39,1,"1940","GRSM_050_1940",1,130,1,NA
"9483","GRSM","GRSM_050",39,1,"1944","GRSM_050_1944",2.5,130,1,NA
"9484","GRSM","GRSM_050",39,1,"1945","GRSM_050_1945",34.5,130,1,NA
"9485","GRSM","GRSM_050",39,1,"1945A","GRSM_050_1945A",19.4,130,1,NA
"9486","GRSM","GRSM_050",39,1,"1945B","GRSM_050_1945B",25.5,130,1,NA
"9487","GRSM","GRSM_050",39,1,"1945C","GRSM_050_1945C",11.2,130,1,NA
"9488","GRSM","GRSM_050",39,1,"1946","GRSM_050_1946",6.4,130,1,NA
"9489","GRSM","GRSM_050",39,3,"1947","GRSM_050_1947",7.3,130,1,NA
"9490","GRSM","GRSM_050",39,3,"1948","GRSM_050_1948",17.5,130,1,NA
"9491","GRSM","GRSM_050",39,3,"1949","GRSM_050_1949",22.5,130,1,NA
"9492","GRSM","GRSM_050",39,1,"1950","GRSM_050_1950",31,130,1,NA
"9493","GRSM","GRSM_050",39,1,"1951","GRSM_050_1951",8,130,1,NA
"9494","GRSM","GRSM_050",39,1,"1952","GRSM_050_1952",9.1,130,1,NA
"9495","GRSM","GRSM_050",39,1,"1953","GRSM_050_1953",1.6,130,1,NA
"9496","GRSM","GRSM_050",39,3,"1958","GRSM_050_1958",11.2,130,1,NA
"9497","GRSM","GRSM_050",39,3,"1959","GRSM_050_1959",11.2,130,1,NA
"9498","GRSM","GRSM_050",39,3,"1960","GRSM_050_1960",10.8,130,1,NA
"9499","GRSM","GRSM_050",39,3,"1961","GRSM_050_1961",5.6,130,1,NA
"9500","GRSM","GRSM_050",39,4,"1971","GRSM_050_1971",34.9,130,1,NA
"9501","GRSM","GRSM_050",39,4,"1972","GRSM_050_1972",18.8,130,1,NA
"9502","GRSM","GRSM_050",39,4,"1975","GRSM_050_1975",14.3,130,1,NA
"9503","GRSM","GRSM_050",39,1,"1955","GRSM_050_1955",30.8,130,1,NA
"9504","GRSM","GRSM_050",39,3,"1956","GRSM_050_1956",7.8,130,1,NA
"9505","GRSM","GRSM_050",39,3,"1957","GRSM_050_1957",1.2,130,1,NA
"9506","GRSM","GRSM_050",39,4,"1964","GRSM_050_1964",61.5,130,1,NA
"9507","GRSM","GRSM_050",39,4,"1965","GRSM_050_1965",15.4,130,1,NA
"9508","GRSM","GRSM_050",39,3,"1967","GRSM_050_1967",4.2,130,1,NA
"9509","GRSM","GRSM_050",39,4,"1973","GRSM_050_1973",13,130,1,NA
"9510","GRSM","GRSM_050",39,4,"1974","GRSM_050_1974",12.7,130,1,NA
"9511","GRSM","GRSM_050",39,3,"1976","GRSM_050_1976",15.9,130,1,NA
"9512","GRSM","GRSM_050",39,3,"1977","GRSM_050_1977",14.5,130,1,NA
"9513","GRSM","GRSM_050",39,4,"1982","GRSM_050_1982",40,130,1,NA
"9514","GRSM","GRSM_050",39,3,"1983","GRSM_050_1983",10.8,130,1,NA
"9515","GRSM","GRSM_050",39,3,"1984","GRSM_050_1984",10.1,130,1,NA
"9516","GRSM","GRSM_050",39,3,"1985","GRSM_050_1985",46,130,1,NA
"9517","GRSM","GRSM_050",21,4,"2077","GRSM_050_2077",15.8,130,1,NA
"9518","GRSM","GRSM_050",21,1,"2078","GRSM_050_2078",6.3,130,2,NA
"9519","GRSM","GRSM_050",21,1,"2080","GRSM_050_2080",5.7,130,1,NA
"9520","GRSM","GRSM_050",21,1,"2081","GRSM_050_2081",7,130,1,NA
"9521","GRSM","GRSM_050",21,1,"2082","GRSM_050_2082",4.9,130,1,NA
"9522","GRSM","GRSM_050",21,1,"2084","GRSM_050_2084",3,130,1,NA
"9523","GRSM","GRSM_050",21,1,"2085","GRSM_050_2085",3.2,130,1,NA
"9524","GRSM","GRSM_050",21,1,"2086","GRSM_050_2086",6.6,130,1,NA
"9525","GRSM","GRSM_050",21,1,"2087","GRSM_050_2087",48.5,130,1,NA
"9526","GRSM","GRSM_050",21,4,"2088","GRSM_050_2088",3.5,130,1,NA
"9527","GRSM","GRSM_050",21,4,"2089","GRSM_050_2089",7,130,1,NA
"9528","GRSM","GRSM_050",21,2,"2090","GRSM_050_2090",16,130,1,NA
"9529","GRSM","GRSM_050",21,4,"2091","GRSM_050_2091",25.8,130,1,NA
"9530","GRSM","GRSM_050",21,4,"2093","GRSM_050_2093",3,130,1,NA
"9531","GRSM","GRSM_050",21,4,"2094","GRSM_050_2094",46.5,130,1,NA
"9532","GRSM","GRSM_050",21,2,"2095","GRSM_050_2095",90.3,130,1,NA
"9533","GRSM","GRSM_050",21,2,"2096","GRSM_050_2096",12.5,130,1,NA
"9534","GRSM","GRSM_050",21,3,"2097","GRSM_050_2097",31.6,130,1,NA
"9535","GRSM","GRSM_050",21,2,"2098","GRSM_050_2098",24.4,130,1,NA
"9536","GRSM","GRSM_050",21,2,"2099","GRSM_050_2099",19.7,130,1,NA
"9537","GRSM","GRSM_050",21,1,"2100","GRSM_050_2100",40.6,130,1,NA
"9538","GRSM","GRSM_050",21,1,"2101","GRSM_050_2101",55.8,130,1,NA
"9539","GRSM","GRSM_050",21,1,"2102","GRSM_050_2102",31.5,130,1,NA
"9540","GRSM","GRSM_050",21,1,"2103","GRSM_050_2103",4.5,130,1,NA
"9541","GRSM","GRSM_050",21,1,"2104","GRSM_050_2104",4.5,130,1,NA
"9542","GRSM","GRSM_050",21,1,"2105","GRSM_050_2105",4.9,130,1,NA
"9543","GRSM","GRSM_050",21,1,"2106","GRSM_050_2106",6.8,130,1,NA
"9544","GRSM","GRSM_050",21,3,"2110","GRSM_050_2110",37.4,130,1,NA
"9545","GRSM","GRSM_050",21,3,"2111","GRSM_050_2111",16.9,130,1,NA
"9546","GRSM","GRSM_050",21,3,"2113","GRSM_050_2113",18.1,130,1,NA
"9547","GRSM","GRSM_050",21,3,"2114","GRSM_050_2114",10.2,130,1,NA
"9548","GRSM","GRSM_050",21,3,"2112","GRSM_050_2112",17.5,130,1,NA
"9549","GRSM","GRSM_051",23,3,"1978","GRSM_051_1978",13.5,130,1,NA
"9550","GRSM","GRSM_051",23,3,"1979","GRSM_051_1979",33.4,130,2,NA
"9551","GRSM","GRSM_051",23,4,"1980","GRSM_051_1980",19,130,1,NA
"9552","GRSM","GRSM_051",23,4,"1981","GRSM_051_1981",39,130,1,NA
"9553","GRSM","GRSM_051",23,3,"1986","GRSM_051_1986",18.4,130,1,NA
"9554","GRSM","GRSM_051",23,3,"1987","GRSM_051_1987",10.2,130,1,NA
"9555","GRSM","GRSM_051",23,3,"1988","GRSM_051_1988",27.6,130,2,NA
"9556","GRSM","GRSM_051",23,3,"1989","GRSM_051_1989",24.8,130,2,NA
"9557","GRSM","GRSM_051",23,4,"1990","GRSM_051_1990",15.4,130,1,NA
"9558","GRSM","GRSM_051",23,4,"1991","GRSM_051_1991",24,130,1,NA
"9559","GRSM","GRSM_051",23,4,"1992","GRSM_051_1992",40,130,1,NA
"9560","GRSM","GRSM_051",23,4,"1993","GRSM_051_1993",41,130,2,NA
"9561","GRSM","GRSM_051",23,1,"1994","GRSM_051_1994",13.5,130,1,NA
"9562","GRSM","GRSM_051",23,2,"1995","GRSM_051_1995",10.2,130,1,NA
"9563","GRSM","GRSM_051",23,2,"1996","GRSM_051_1996",17.5,130,1,NA
"9564","GRSM","GRSM_051",23,3,"1997","GRSM_051_1997",13.1,130,1,NA
"9565","GRSM","GRSM_051",23,1,"1998","GRSM_051_1998",14.2,130,2,NA
"9566","GRSM","GRSM_051",23,1,"1999","GRSM_051_1999",10.4,130,1,NA
"9567","GRSM","GRSM_051",23,1,"2000","GRSM_051_2000",22,130,2,NA
"9568","GRSM","GRSM_051",23,1,"2001","GRSM_051_2001",32.2,130,1,NA
"9569","GRSM","GRSM_051",23,1,"2002","GRSM_051_2002",19.3,130,2,NA
"9570","GRSM","GRSM_051",23,1,"2003","GRSM_051_2003",12.8,130,1,NA
"9571","GRSM","GRSM_051",23,2,"2004","GRSM_051_2004",10.9,130,1,NA
"9572","GRSM","GRSM_051",23,2,"2005","GRSM_051_2005",12.5,130,1,NA
"9573","GRSM","GRSM_051",23,2,"2008","GRSM_051_2008",1,130,1,NA
"9574","GRSM","GRSM_051",23,2,"2015","GRSM_051_2015",14.5,130,1,NA
