"","taxonID","treeID","siteID","plotID","subplotID","nestedSubplotID","tagID","dbh.15","measurementHeight.15","stemStatus.15","growthForm","dbh.16","flag","tree.easting","tree.northing","jenkins_model","beta_one","beta_two"
"29","2PLANT","GRSM_058_757","GRSM","GRSM_058",41,4,"757",23.1,130,2,NA,23.2,FALSE,273303.099568597,3952656.68290854,NA,NA,NA
"30","2PLANT","GRSM_059_383","GRSM","GRSM_059",21,1,"383",14.5,130,2,NA,14.5,FALSE,NA,NA,NA,NA,NA
"31","2PLANT","GRSM_059_435","GRSM","GRSM_059",21,3,"435",21.3,130,2,NA,NA,NA,273150.11276769,3952070.4199084,NA,NA,NA
"32","2PLANT","GRSM_060_1773","GRSM","GRSM_060",23,2,"1773",25,130,2,NA,NA,NA,273431.17207302,3952034.93330094,NA,NA,NA
"33","2PLANT","GRSM_060_1781","GRSM","GRSM_060",23,4,"1781",17,130,2,NA,16.9,TRUE,273418.444072788,3951997.57989711,NA,NA,NA
"34","2PLANT","GRSM_060_1804","GRSM","GRSM_060",23,2,"1804",3.3,130,2,NA,3.1,TRUE,NA,NA,NA,NA,NA
"35","2PLANT","GRSM_060_1820","GRSM","GRSM_060",23,2,"1820",2.2,130,2,NA,NA,NA,NA,NA,NA,NA,NA
"36","2PLANT","SCBI_049_2554","SCBI","SCBI_049",23,NA,"2554",8.4,130,2,NA,8.3,TRUE,NA,NA,NA,NA,NA
"37","2PLANT","SCBI_049_2554","SCBI","SCBI_049",23,NA,"2554",8.4,130,2,"smt",8.3,TRUE,NA,NA,NA,NA,NA
"38","2PLANT","SCBI_049_2554","SCBI","SCBI_049",23,NA,"2554",8.4,130,2,"smt",8.3,TRUE,NA,NA,NA,NA,NA
"39","2PLANT","SERC_043_9021","SERC","SERC_043",21,NA,"9021",18.9,130,2,"sbt",NA,NA,364540.802533609,4306016.60227749,NA,NA,NA
"40","2PLANT","SERC_043_9021","SERC","SERC_043",21,NA,"9021",18.9,130,2,"sbt",NA,NA,364540.802533609,4306016.60227749,NA,NA,NA
"41","2PLANT","SERC_043_9021","SERC","SERC_043",21,NA,"9021",18.9,130,2,"sbt",NA,NA,364540.802533609,4306016.60227749,NA,NA,NA
"42","2PLANT","GRSM_062_1664","GRSM","GRSM_062",21,3,"1664",12,130,2,NA,11.4,TRUE,273536.833282194,3952839.53756763,NA,NA,NA
"43","2PLANT","GRSM_062_1726","GRSM","GRSM_062",39,3,"1726",11.9,130,2,NA,11.8,TRUE,273521.356978101,3952831.8167366,NA,NA,NA
"44","2PLANT","GRSM_063_1373","GRSM","GRSM_063",23,NA,"1373",20.2,130,2,NA,NA,NA,273899.504949917,3951840.74845563,NA,NA,NA
"45","2PLANT","GRSM_063_1388","GRSM","GRSM_063",21,1,"1388",23.4,130,2,NA,23.1,TRUE,273889.023271552,3951830.4459451,NA,NA,NA
"46","2PLANT","GRSM_064_987","GRSM","GRSM_064",23,4,"987",18.9,130,2,NA,18.8,TRUE,273528.578270593,3952424.03365538,NA,NA,NA
"47","2PLANT","GRSM_065_907","GRSM","GRSM_065",21,4,"907",18.3,130,2,NA,18.3,FALSE,273467.517918944,3952554.14261734,NA,NA,NA
"48","2PLANT","GRSM_065_932","GRSM","GRSM_065",23,3,"932",15.4,130,1,NA,15.4,FALSE,273464.13273204,3952541.09671635,NA,NA,NA
"49","2PLANT","SCBI_056_12694","SCBI","SCBI_056",23,NA,"12694",19.6,130,2,"sbt",17.3,TRUE,747747.30772987,4308478.17108238,NA,NA,NA
"50","2PLANT","SCBI_054_11963","SCBI","SCBI_054",41,NA,"11963",13,130,2,NA,10.9,TRUE,748274.429556694,4308586.0832565,NA,NA,NA
"51","2PLANT","SCBI_054_11963","SCBI","SCBI_054",41,NA,"11963",13,130,2,NA,10.9,TRUE,748274.429556694,4308586.0832565,NA,NA,NA
"52","2PLANT","SCBI_054_11963","SCBI","SCBI_054",41,NA,"11963",13,130,2,"sbt",10.9,TRUE,748274.429556694,4308586.0832565,NA,NA,NA
"53","2PLANT","SCBI_054_11963","SCBI","SCBI_054",41,NA,"11963",13,130,2,"sbt",10.9,TRUE,748274.429556694,4308586.0832565,NA,NA,NA
"54","2PLANT","SCBI_054_5310","SCBI","SCBI_054",41,NA,"5310",30.2,130,2,NA,29.3,TRUE,748275.608808491,4308560.72861849,NA,NA,NA
"55","2PLANT","SCBI_054_5310","SCBI","SCBI_054",41,NA,"5310",30.2,130,2,NA,29.3,TRUE,748275.608808491,4308560.72861849,NA,NA,NA
"56","2PLANT","SCBI_054_5310","SCBI","SCBI_054",41,NA,"5310",30.2,130,2,"sbt",29.3,TRUE,748275.608808491,4308560.72861849,NA,NA,NA
"57","2PLANT","SCBI_054_5310","SCBI","SCBI_054",41,NA,"5310",30.2,130,2,"sbt",29.3,TRUE,748275.608808491,4308560.72861849,NA,NA,NA
"58","2PLANT","SCBI_054_5312","SCBI","SCBI_054",41,NA,"5312",27.5,105,2,"sbt",26.5,TRUE,748244.544048071,4308558.55838239,NA,NA,NA
"59","2PLANT","SCBI_054_5312","SCBI","SCBI_054",41,NA,"5312",27.5,105,2,"sbt",26.5,TRUE,748244.544048071,4308558.55838239,NA,NA,NA
"60","2PLANT","SCBI_061_3652","SCBI","SCBI_061",39,NA,"3652",20.2,130,2,"sbt",20.1,TRUE,747855.239340525,4308431.10852128,NA,NA,NA
"61","2PLANT","SCBI_061_3652","SCBI","SCBI_061",39,NA,"3652",20.2,130,2,"sbt",20.1,TRUE,747855.239340525,4308431.10852128,NA,NA,NA
"62","2PLANT","SCBI_061_3652","SCBI","SCBI_061",39,NA,"3652",20.2,130,2,NA,20.1,TRUE,747855.239340525,4308431.10852128,NA,NA,NA
"63","2PLANT","SCBI_061_3652","SCBI","SCBI_061",39,NA,"3652",20.2,130,2,NA,20.1,TRUE,747855.239340525,4308431.10852128,NA,NA,NA
"64","2PLANT","SCBI_062_0603A","SCBI","SCBI_062",41,NA,"0603A",26.5,130,2,"mbt",NA,NA,748209.792632425,4309066.14140139,NA,NA,NA
"65","2PLANT","SCBI_062_0603A","SCBI","SCBI_062",41,NA,"0603A",26.5,130,2,"mbt",NA,NA,748209.792632425,4309066.14140139,NA,NA,NA
"66","2PLANT","SCBI_062_0603A","SCBI","SCBI_062",41,NA,"0603A",26.5,130,2,NA,NA,NA,748209.792632425,4309066.14140139,NA,NA,NA
"67","2PLANT","SCBI_062_0603A","SCBI","SCBI_062",41,NA,"0603A",26.5,130,2,NA,NA,NA,748209.792632425,4309066.14140139,NA,NA,NA
"68","2PLANT","SCBI_062_0603B","SCBI","SCBI_062",41,NA,"0603B",34.3,130,2,"mbt",NA,NA,748209.792632425,4309066.14140139,NA,NA,NA
"69","2PLANT","SCBI_062_0603B","SCBI","SCBI_062",41,NA,"0603B",34.3,130,2,"mbt",NA,NA,748209.792632425,4309066.14140139,NA,NA,NA
"70","2PLANT","SCBI_062_0603B","SCBI","SCBI_062",41,NA,"0603B",34.3,130,2,NA,NA,NA,748209.792632425,4309066.14140139,NA,NA,NA
"71","2PLANT","SCBI_062_0603B","SCBI","SCBI_062",41,NA,"0603B",34.3,130,2,NA,NA,NA,748209.792632425,4309066.14140139,NA,NA,NA
"72","2PLANT","SCBI_056_3503","SCBI","SCBI_056",23,4,"3503",3.1,130,2,"smt",3.1,FALSE,NA,NA,NA,NA,NA
"73","2PLANT","SCBI_045_3338","SCBI","SCBI_045",39,NA,"3338",11.1,130,2,NA,11,TRUE,748081.256499556,4308551.35576546,NA,NA,NA
"74","2PLANT","SCBI_045_3338","SCBI","SCBI_045",39,NA,"3338",11.1,130,2,NA,11,TRUE,748081.256499556,4308551.35576546,NA,NA,NA
"75","2PLANT","SCBI_045_3338","SCBI","SCBI_045",39,NA,"3338",11.1,130,2,"sbt",11,TRUE,748081.256499556,4308551.35576546,NA,NA,NA
"76","2PLANT","SCBI_045_3338","SCBI","SCBI_045",39,NA,"3338",11.1,130,2,"sbt",11,TRUE,748081.256499556,4308551.35576546,NA,NA,NA
"77","2PLANT","SCBI_052_5206","SCBI","SCBI_052",41,NA,"5206",40.8,130,2,"sbt",41.1,FALSE,748322.866950411,4308401.40489495,NA,NA,NA
"78","2PLANT","SCBI_052_5206","SCBI","SCBI_052",41,NA,"5206",40.8,130,2,"sbt",41.1,FALSE,748322.866950411,4308401.40489495,NA,NA,NA
"79","2PLANT","SCBI_066_3002","SCBI","SCBI_066",21,NA,"3002",15.5,130,2,"sbt",15.7,FALSE,748118.677888031,4308837.36526741,NA,NA,NA
"80","2PLANT","SCBI_066_3002","SCBI","SCBI_066",21,NA,"3002",15.5,130,2,"sbt",15.7,FALSE,748118.677888031,4308837.36526741,NA,NA,NA
"81","2PLANT","SCBI_066_3002","SCBI","SCBI_066",21,NA,"3002",15.5,130,2,NA,15.7,FALSE,748118.677888031,4308837.36526741,NA,NA,NA
"82","2PLANT","SCBI_066_3002","SCBI","SCBI_066",21,NA,"3002",15.5,130,2,NA,15.7,FALSE,748118.677888031,4308837.36526741,NA,NA,NA
"83","2PLANT","SCBI_046_2659","SCBI","SCBI_046",41,NA,"2659",16.6,130,2,NA,16.7,FALSE,747999.74733397,4308896.36965789,NA,NA,NA
"84","2PLANT","SCBI_046_2659","SCBI","SCBI_046",41,NA,"2659",16.6,130,2,NA,16.7,FALSE,747999.74733397,4308896.36965789,NA,NA,NA
"85","2PLANT","SCBI_046_2659","SCBI","SCBI_046",41,NA,"2659",16.6,130,2,"sbt",16.7,FALSE,747999.74733397,4308896.36965789,NA,NA,NA
"86","2PLANT","SCBI_046_2659","SCBI","SCBI_046",41,NA,"2659",16.6,130,2,"sbt",16.7,FALSE,747999.74733397,4308896.36965789,NA,NA,NA
"87","2PLANT","SCBI_067_2363","SCBI","SCBI_067",41,NA,"2363",36,130,2,"sbt",NA,NA,748440.514048941,4308907.71664659,NA,NA,NA
"88","2PLANT","SCBI_067_2363","SCBI","SCBI_067",41,NA,"2363",36,130,2,NA,NA,NA,748440.514048941,4308907.71664659,NA,NA,NA
"89","2PLANT","SCBI_054_5313","SCBI","SCBI_054",41,NA,"5313",29.4,130,2,"sbt",29,TRUE,748264.288844459,4308565.09859546,NA,NA,NA
"90","2PLANT","SERC_051_5614","SERC","SERC_051",39,NA,"5614",19,130,2,NA,NA,NA,364790.403036171,4304968.07192151,NA,NA,NA
"91","2PLANT","SERC_051_5614","SERC","SERC_051",39,NA,"5614",19,130,2,"sbt",NA,NA,364790.403036171,4304968.07192151,NA,NA,NA
"92","2PLANT","SCBI_048_2773","SCBI","SCBI_048",39,NA,"2773",15.7,130,2,"sbt",15.6,TRUE,748376.835067234,4308750.99329873,NA,NA,NA
"93","2PLANT","SCBI_056_3553","SCBI","SCBI_056",23,NA,"3553",21,130,2,NA,22.4,FALSE,747761.165113113,4308488.26115314,NA,NA,NA
"94","2PLANT","SCBI_056_3553","SCBI","SCBI_056",23,NA,"3553",21,130,2,NA,22.4,FALSE,747761.165113113,4308488.26115314,NA,NA,NA
"95","2PLANT","SCBI_058_3469","SCBI","SCBI_058",23,NA,"3469",11.2,130,2,NA,11,TRUE,748217.780770173,4308427.83260791,NA,NA,NA
"96","2PLANT","SCBI_058_3469","SCBI","SCBI_058",23,NA,"3469",11.2,130,2,NA,11,TRUE,748217.780770173,4308427.83260791,NA,NA,NA
"97","2PLANT","SCBI_058_3469","SCBI","SCBI_058",23,NA,"3469",11.2,130,2,"sbt",11,TRUE,748217.780770173,4308427.83260791,NA,NA,NA
"98","2PLANT","SCBI_058_3469","SCBI","SCBI_058",23,NA,"3469",11.2,130,2,"sbt",11,TRUE,748217.780770173,4308427.83260791,NA,NA,NA
"99","2PLANT","SCBI_049_2554","SCBI","SCBI_049",23,NA,"2554",8.4,130,2,NA,8.3,TRUE,NA,NA,NA,NA,NA
"100","2PLANT","SERC_043_9021","SERC","SERC_043",21,NA,"9021",18.9,130,2,NA,NA,NA,364540.802533609,4306016.60227749,NA,NA,NA
"101","2PLANT","SERC_043_9021","SERC","SERC_043",21,NA,"9021",18.9,130,2,NA,NA,NA,364540.802533609,4306016.60227749,NA,NA,NA
"102","2PLANT","SERC_043_9021","SERC","SERC_043",21,NA,"9021",18.9,130,2,NA,NA,NA,364540.802533609,4306016.60227749,NA,NA,NA
"103","2PLANT","SCBI_054_5312","SCBI","SCBI_054",41,NA,"5312",27.5,105,2,NA,26.5,TRUE,748244.544048071,4308558.55838239,NA,NA,NA
"104","2PLANT","SCBI_054_5312","SCBI","SCBI_054",41,NA,"5312",27.5,105,2,NA,26.5,TRUE,748244.544048071,4308558.55838239,NA,NA,NA
"105","2PLANT","SCBI_054_5313","SCBI","SCBI_054",41,NA,"5313",29.4,130,2,NA,29,TRUE,748264.288844459,4308565.09859546,NA,NA,NA
"106","2PLANT","SCBI_054_5313","SCBI","SCBI_054",41,NA,"5313",29.4,130,2,NA,29,TRUE,748264.288844459,4308565.09859546,NA,NA,NA
"107","2PLANT","SCBI_054_5313","SCBI","SCBI_054",41,NA,"5313",29.4,130,2,"sbt",29,TRUE,748264.288844459,4308565.09859546,NA,NA,NA
"108","2PLANT","SCBI_054_5317","SCBI","SCBI_054",41,NA,"5317",12.7,130,2,"sbt",NA,NA,748259.584038963,4308549.7229516,NA,NA,NA
"109","2PLANT","SCBI_054_5317","SCBI","SCBI_054",41,NA,"5317",12.7,130,2,NA,NA,NA,748259.584038963,4308549.7229516,NA,NA,NA
"110","2PLANT","SCBI_054_5317","SCBI","SCBI_054",41,NA,"5317",12.7,130,2,NA,NA,NA,748259.584038963,4308549.7229516,NA,NA,NA
"111","2PLANT","SCBI_054_5322","SCBI","SCBI_054",39,NA,"5322",21.3,130,2,NA,20.5,TRUE,748235.524830624,4308552.21820176,NA,NA,NA
"112","2PLANT","SCBI_050_5088","SCBI","SCBI_050",23,3,"5088",16.9,130,2,"sbt",16.9,FALSE,747887.893777055,4308532.84824598,NA,NA,NA
"113","2PLANT","SCBI_050_5088","SCBI","SCBI_050",23,3,"5088",16.9,130,2,"sbt",16.9,FALSE,747887.893777055,4308532.84824598,NA,NA,NA
"114","2PLANT","SCBI_050_5088","SCBI","SCBI_050",23,3,"5088",16.9,130,2,NA,16.9,FALSE,747887.893777055,4308532.84824598,NA,NA,NA
"115","2PLANT","SCBI_050_5088","SCBI","SCBI_050",23,3,"5088",16.9,130,2,NA,16.9,FALSE,747887.893777055,4308532.84824598,NA,NA,NA
"116","2PLANT","SCBI_050_5095","SCBI","SCBI_050",23,1,"5095",21.5,130,2,"sbt",NA,NA,747859.732440045,4308505.3547714,NA,NA,NA
"117","2PLANT","SCBI_050_5095","SCBI","SCBI_050",23,1,"5095",21.5,130,2,"sbt",NA,NA,747859.732440045,4308505.3547714,NA,NA,NA
"118","2PLANT","SCBI_050_5095","SCBI","SCBI_050",23,1,"5095",21.5,130,2,NA,NA,NA,747859.732440045,4308505.3547714,NA,NA,NA
"119","2PLANT","SCBI_050_5095","SCBI","SCBI_050",23,1,"5095",21.5,130,2,NA,NA,NA,747859.732440045,4308505.3547714,NA,NA,NA
"120","2PLANT","SCBI_056_3553","SCBI","SCBI_056",23,NA,"3553",21,130,2,"sbt",22.4,FALSE,747761.165113113,4308488.26115314,NA,NA,NA
"121","2PLANT","SCBI_056_3553","SCBI","SCBI_056",23,NA,"3553",21,130,2,"sbt",22.4,FALSE,747761.165113113,4308488.26115314,NA,NA,NA
"122","2PLANT","SCBI_056_3503","SCBI","SCBI_056",23,4,"3503",3.1,130,2,NA,3.1,FALSE,NA,NA,NA,NA,NA
"123","2PLANT","SCBI_056_3503","SCBI","SCBI_056",23,4,"3503",3.1,130,2,NA,3.1,FALSE,NA,NA,NA,NA,NA
"124","2PLANT","SCBI_056_3503","SCBI","SCBI_056",23,4,"3503",3.1,130,2,"smt",3.1,FALSE,NA,NA,NA,NA,NA
"125","2PLANT","SCBI_052_5206","SCBI","SCBI_052",41,NA,"5206",40.8,130,2,NA,41.1,FALSE,748322.866950411,4308401.40489495,NA,NA,NA
"126","2PLANT","SCBI_052_5206","SCBI","SCBI_052",41,NA,"5206",40.8,130,2,NA,41.1,FALSE,748322.866950411,4308401.40489495,NA,NA,NA
"127","2PLANT","SCBI_054_5322","SCBI","SCBI_054",39,NA,"5322",21.3,130,2,NA,20.5,TRUE,748235.524830624,4308552.21820176,NA,NA,NA
"128","2PLANT","SCBI_054_5322","SCBI","SCBI_054",39,NA,"5322",21.3,130,2,"sbt",20.5,TRUE,748235.524830624,4308552.21820176,NA,NA,NA
"129","2PLANT","SCBI_054_5323","SCBI","SCBI_054",39,NA,"5323",26.1,130,2,"sbt",27,FALSE,748237.163554485,4308544.26213393,NA,NA,NA
"130","2PLANT","SERC_051_5614","SERC","SERC_051",39,NA,"5614",19,130,2,NA,NA,NA,364790.403036171,4304968.07192151,NA,NA,NA
"131","2PLANT","SERC_051_5614","SERC","SERC_051",39,NA,"5614",19,130,2,"sbt",NA,NA,364790.403036171,4304968.07192151,NA,NA,NA
"132","2PLANT","SCBI_054_5331","SCBI","SCBI_054",39,NA,"5331",18.2,130,2,"sbt",17.9,TRUE,748232.455989105,4308577.42171303,NA,NA,NA
"133","2PLANT","SCBI_058_3436","SCBI","SCBI_058",39,NA,"3436",11.2,130,2,NA,11.2,FALSE,748185.389472096,4308464.27625095,NA,NA,NA
"134","2PLANT","SCBI_058_3436","SCBI","SCBI_058",39,NA,"3436",11.2,130,2,NA,11.2,FALSE,748185.389472096,4308464.27625095,NA,NA,NA
"135","2PLANT","SCBI_058_3436","SCBI","SCBI_058",39,NA,"3436",11.2,130,2,"sbt",11.2,FALSE,748185.389472096,4308464.27625095,NA,NA,NA
"136","2PLANT","SCBI_058_3436","SCBI","SCBI_058",39,NA,"3436",11.2,130,2,"sbt",11.2,FALSE,748185.389472096,4308464.27625095,NA,NA,NA
"137","2PLANT","SCBI_054_5317","SCBI","SCBI_054",41,NA,"5317",12.7,130,2,"sbt",NA,NA,748259.584038963,4308549.7229516,NA,NA,NA
"138","2PLANT","SCBI_054_5322","SCBI","SCBI_054",39,NA,"5322",21.3,130,2,"sbt",20.5,TRUE,748235.524830624,4308552.21820176,NA,NA,NA
"139","2PLANT","SCBI_055_3077","SCBI","SCBI_055",23,NA,"3077",12.4,130,2,"sbt",12.5,FALSE,748012.276905118,4308734.03961519,NA,NA,NA
"140","2PLANT","SCBI_054_5323","SCBI","SCBI_054",39,NA,"5323",26.1,130,2,"sbt",27,FALSE,748237.163554485,4308544.26213393,NA,NA,NA
"141","2PLANT","SCBI_055_3077","SCBI","SCBI_055",23,NA,"3077",12.4,130,2,NA,12.5,FALSE,748012.276905118,4308734.03961519,NA,NA,NA
"142","2PLANT","SCBI_054_5323","SCBI","SCBI_054",39,NA,"5323",26.1,130,2,NA,27,FALSE,748237.163554485,4308544.26213393,NA,NA,NA
"143","2PLANT","SCBI_054_5323","SCBI","SCBI_054",39,NA,"5323",26.1,130,2,NA,27,FALSE,748237.163554485,4308544.26213393,NA,NA,NA
"144","2PLANT","SCBI_054_5324","SCBI","SCBI_054",39,NA,"5324",54,130,2,"sbt",51.8,TRUE,748243.839352753,4308548.54170884,NA,NA,NA
"145","2PLANT","SCBI_054_5324","SCBI","SCBI_054",39,NA,"5324",54,130,2,"sbt",51.8,TRUE,748243.839352753,4308548.54170884,NA,NA,NA
"146","2PLANT","SCBI_054_5324","SCBI","SCBI_054",39,NA,"5324",54,130,2,NA,51.8,TRUE,748243.839352753,4308548.54170884,NA,NA,NA
"147","2PLANT","SCBI_054_5324","SCBI","SCBI_054",39,NA,"5324",54,130,2,NA,51.8,TRUE,748243.839352753,4308548.54170884,NA,NA,NA
"148","2PLANT","SCBI_054_5331","SCBI","SCBI_054",39,NA,"5331",18.2,130,2,NA,17.9,TRUE,748232.455989105,4308577.42171303,NA,NA,NA
"149","2PLANT","SCBI_054_5331","SCBI","SCBI_054",39,NA,"5331",18.2,130,2,NA,17.9,TRUE,748232.455989105,4308577.42171303,NA,NA,NA
"150","2PLANT","SCBI_054_5331","SCBI","SCBI_054",39,NA,"5331",18.2,130,2,"sbt",17.9,TRUE,748232.455989105,4308577.42171303,NA,NA,NA
"151","2PLANT","SCBI_056_12694","SCBI","SCBI_056",23,NA,"12694",19.6,130,2,"sbt",17.3,TRUE,747747.30772987,4308478.17108238,NA,NA,NA
"152","2PLANT","SCBI_062_458","SCBI","SCBI_062",23,NA,"458",24.5,130,2,"sbt",NA,NA,748208.056442597,4309033.48233352,NA,NA,NA
"153","2PLANT","SCBI_062_458","SCBI","SCBI_062",23,NA,"458",24.5,130,2,"sbt",NA,NA,748208.056442597,4309033.48233352,NA,NA,NA
"154","2PLANT","SCBI_062_458","SCBI","SCBI_062",23,NA,"458",24.5,130,2,NA,NA,NA,748208.056442597,4309033.48233352,NA,NA,NA
"155","2PLANT","SCBI_062_458","SCBI","SCBI_062",23,NA,"458",24.5,130,2,NA,NA,NA,748208.056442597,4309033.48233352,NA,NA,NA
"156","2PLANT","SCBI_055_3077","SCBI","SCBI_055",23,NA,"3077",12.4,130,2,"sbt",12.5,FALSE,748012.276905118,4308734.03961519,NA,NA,NA
"157","2PLANT","SCBI_055_3077","SCBI","SCBI_055",23,NA,"3077",12.4,130,2,NA,12.5,FALSE,748012.276905118,4308734.03961519,NA,NA,NA
"158","2PLANT","SCBI_056_12694","SCBI","SCBI_056",23,NA,"12694",19.6,130,2,NA,17.3,TRUE,747747.30772987,4308478.17108238,NA,NA,NA
"159","2PLANT","SCBI_056_12694","SCBI","SCBI_056",23,NA,"12694",19.6,130,2,NA,17.3,TRUE,747747.30772987,4308478.17108238,NA,NA,NA
"160","2PLANT","SCBI_062_603","SCBI","SCBI_062",41,NA,"603",36.2,130,2,NA,35.6,TRUE,748209.792632425,4309066.14140139,NA,NA,NA
"161","2PLANT","SCBI_062_603","SCBI","SCBI_062",41,NA,"603",36.2,130,2,NA,35.6,TRUE,748209.792632425,4309066.14140139,NA,NA,NA
"162","2PLANT","SERC_055_12696","SERC","SERC_055",23,NA,"12696",11.1,130,2,NA,10.8,TRUE,364020.195764507,4306203.55767352,NA,NA,NA
"163","2PLANT","SCBI_062_603","SCBI","SCBI_062",41,NA,"603",36.2,130,2,"mbt",35.6,TRUE,748209.792632425,4309066.14140139,NA,NA,NA
"164","2PLANT","SCBI_062_603","SCBI","SCBI_062",41,NA,"603",36.2,130,2,"mbt",35.6,TRUE,748209.792632425,4309066.14140139,NA,NA,NA
"165","2PLANT","SERC_055_12696","SERC","SERC_055",23,NA,"12696",11.1,130,2,NA,10.8,TRUE,364020.195764507,4306203.55767352,NA,NA,NA
"166","2PLANT","SERC_055_12696","SERC","SERC_055",23,NA,"12696",11.1,130,2,NA,10.8,TRUE,364020.195764507,4306203.55767352,NA,NA,NA
"167","2PLANT","SERC_055_12696","SERC","SERC_055",23,NA,"12696",11.1,130,2,"sbt",10.8,TRUE,364020.195764507,4306203.55767352,NA,NA,NA
