"","siteID","plotID","tagID","year","dbh"
"25547","ORNL","ORNL_056","9743","2016",9.6
"25549","ORNL","ORNL_056","9746","2016",2.8
"25551","ORNL","ORNL_056","9758","2016",11.7
"25552","ORNL","ORNL_056","9765","2016",17.8
"29862","BART","BART_034","1007","2015",53
"29864","BART","BART_047","101","2015",26.7
"29866","BART","BART_047","102","2015",76.4
"29868","BART","BART_047","104","2015",13.3
"29870","BART","BART_047","105","2015",27.1
"29872","BART","BART_047","106","2015",19.3
"29874","BART","BART_047","107","2015",21.8
"29876","BART","BART_047","109","2015",18.8
"29879","BART","BART_047","112","2015",19
"29881","BART","BART_047","113","2015",19.7
"29883","BART","BART_047","114","2015",49.2
"29886","BART","BART_047","116","2015",35.2
"29888","BART","BART_047","117","2015",18.7
"29890","BART","BART_047","117A","2015",17.2
"29892","BART","BART_047","118","2015",16.6
"29894","BART","BART_047","119","2015",36.7
"29896","BART","BART_047","120","2015",16.6
"29898","BART","BART_047","120A","2015",16.6
"29900","BART","BART_047","121","2015",31.1
"29902","BART","BART_047","122","2015",34.9
"29904","BART","BART_047","123","2015",23
"29906","BART","BART_047","124","2015",22
"29908","BART","BART_047","125","2015",30.1
"29910","BART","BART_034","1863","2015",47
"29912","BART","BART_034","2069","2015",16
"29914","BART","BART_033","2311","2015",10.1
"29916","BART","BART_033","2312","2015",21.2
"29918","BART","BART_033","2313","2015",16.5
"29920","BART","BART_033","2314","2015",14.5
"29922","BART","BART_033","2315","2015",16.4
"29924","BART","BART_033","2316","2015",20.5
"29926","BART","BART_033","2317","2015",19.9
"29928","BART","BART_033","2318","2015",18.4
"29930","BART","BART_033","2319","2015",27.4
"29933","BART","BART_033","2321","2015",23.6
"29935","BART","BART_033","2322","2015",21
"29938","BART","BART_033","2323","2015",35.9
"29940","BART","BART_041","2503","2015",2.9
"29942","BART","BART_041","2505","2015",2.1
"29945","BART","BART_041","2507","2015",1.5
"29947","BART","BART_041","2508","2015",3.8
"29949","BART","BART_041","2509","2015",2
"29951","BART","BART_047","2510","2015",2
"29953","BART","BART_047","2514","2015",1.3
"29955","BART","BART_047","2515","2015",2.8
"29957","BART","BART_047","2518","2015",1.9
"29959","BART","BART_047","2520","2015",2.4
"29961","BART","BART_047","2522","2015",5.3
"29963","BART","BART_047","2523","2015",1.4
"29965","BART","BART_047","2524","2015",6.5
"29967","BART","BART_047","2525","2015",3.6
"29969","BART","BART_047","2526","2015",2
"29971","BART","BART_047","2529","2015",1.2
"29973","BART","BART_047","2531","2015",1.4
"29975","BART","BART_047","2532","2015",1
"29977","BART","BART_047","2536","2015",6.5
"29982","BART","BART_047","2538","2015",2.6
"29985","BART","BART_047","2540","2015",2
"29987","BART","BART_047","2544","2015",2
"29989","BART","BART_047","2545","2015",4
"29991","BART","BART_047","2547","2015",3.8
"29993","BART","BART_047","2549","2015",2.5
"29995","BART","BART_041","2566","2015",3
"29997","BART","BART_041","2599","2015",2.3
"29999","BART","BART_034","2705","2015",1.4
"30001","BART","BART_034","2707","2015",1
"30003","BART","BART_034","2707","2015",2.3
"30005","BART","BART_034","2710","2015",3
"30007","BART","BART_034","2714","2015",1
"30009","BART","BART_034","2717","2015",1.5
"30011","BART","BART_034","2719","2015",9
"30013","BART","BART_034","2720","2015",1
"30015","BART","BART_034","2721","2015",3.8
"30017","BART","BART_034","2723","2015",7.8
"30019","BART","BART_034","2724","2015",2
"30021","BART","BART_034","2726","2015",7.8
"30025","BART","BART_041","2736","2015",7
"30027","BART","BART_041","2737","2015",1.8
"30029","BART","BART_041","2738","2015",17
"30031","BART","BART_041","2738","2015",17.2
"30033","BART","BART_041","2739","2015",1.6
"30035","BART","BART_041","2741","2015",12.5
"30038","BART","BART_041","2743","2015",4.5
"30040","BART","BART_034","2744","2015",1.8
"30042","BART","BART_041","2746","2015",11.7
"30044","BART","BART_034","2748","2015",2.4
"30046","BART","BART_034","2754","2015",3
"30048","BART","BART_034","2755","2015",7.4
"30050","BART","BART_034","2759","2015",7
"30052","BART","BART_034","2760","2015",1.1
"30054","BART","BART_034","2764","2015",3.6
"30056","BART","BART_034","2766","2015",9.5
"30058","BART","BART_034","2767","2015",8.9
"30060","BART","BART_034","2768","2015",7
"30062","BART","BART_034","2769","2015",9.6
"30064","BART","BART_034","2772","2015",16.4
"30066","BART","BART_034","2775","2015",12
"30068","BART","BART_034","2776","2015",39
"30070","BART","BART_034","2777","2015",15.8
"30072","BART","BART_034","2779","2015",11.8
"30075","BART","BART_034","2781","2015",34
"30077","BART","BART_033","2783","2015",19.4
"30079","BART","BART_034","2785","2015",9.6
"30081","BART","BART_033","2786","2015",1.5
"30083","BART","BART_041","2789","2015",1.6
"30085","BART","BART_041","2791","2015",36.4
"30087","BART","BART_041","2791A","2015",32.4
"30089","BART","BART_041","2792","2015",22.7
"30091","BART","BART_041","2793","2015",31.9
"30093","BART","BART_041","2795","2015",7.3
"30095","BART","BART_041","2796","2015",3.5
"30097","BART","BART_041","2797","2015",3.3
"30099","BART","BART_041","2798","2015",5.9
"30101","BART","BART_041","2799","2015",4.9
"30103","BART","BART_033","2801","2015",1.8
"30105","BART","BART_033","2802","2015",10.4
"30107","BART","BART_033","2803","2015",1.8
"30110","BART","BART_033","2804","2015",9.4
"30112","BART","BART_034","2805","2015",11.5
"30114","BART","BART_034","2806","2015",39.9
"30116","BART","BART_034","2807","2015",52.8
"30118","BART","BART_034","2808","2015",29.5
"30121","BART","BART_034","2810","2015",3
"30124","BART","BART_034","2818","2015",3
"30126","BART","BART_034","2819","2015",3.8
"30128","BART","BART_034","2820","2015",7.9
"30130","BART","BART_034","2821","2015",2.8
"30133","BART","BART_034","2823","2015",1.4
"30135","BART","BART_041","2825","2015",2.2
"30137","BART","BART_041","2827","2015",4.5
"30139","BART","BART_041","2829","2015",13.3
"30141","BART","BART_041","2830","2015",27
"30143","BART","BART_041","2831","2015",6.6
"30145","BART","BART_041","2832","2015",8
"30149","BART","BART_041","2834","2015",8.8
"30151","BART","BART_041","2835","2015",8.9
"30153","BART","BART_041","2836","2015",28.4
"30155","BART","BART_041","2837","2015",14.6
"30157","BART","BART_041","2838","2015",22.1
"30159","BART","BART_041","2840","2015",1.9
"30161","BART","BART_041","2841","2015",3.9
"30164","BART","BART_041","2842","2015",1.6
"30166","BART","BART_041","2843","2015",8
"30168","BART","BART_041","2844","2015",4.9
"30170","BART","BART_041","2845","2015",2.5
"30173","BART","BART_041","2847","2015",1.4
"30176","BART","BART_041","2849","2015",3.1
"30178","BART","BART_041","2851","2015",1.1
"30180","BART","BART_041","2853","2015",7
"30182","BART","BART_041","2854","2015",42
"30184","BART","BART_041","2854A","2015",21
"30186","BART","BART_041","2855","2015",10
"30188","BART","BART_041","2857","2015",20.3
"30190","BART","BART_041","2858","2015",18.3
"30192","BART","BART_041","2859","2015",42
"30194","BART","BART_041","2860","2015",7.3
"30196","BART","BART_047","2862","2015",2
"30198","BART","BART_047","2865","2015",2.2
"30200","BART","BART_047","2866","2015",6.5
"30202","BART","BART_047","2867","2015",3.1
"30204","BART","BART_047","2870","2015",1.7
"30206","BART","BART_047","2872","2015",6.6
"30208","BART","BART_047","2873","2015",2
"30210","BART","BART_047","2874","2015",3.3
"30212","BART","BART_047","2877","2015",4.5
"30214","BART","BART_047","2878","2015",1.5
"30216","BART","BART_047","2879","2015",1.8
"30218","BART","BART_039","2901","2015",21.2
"30220","BART","BART_039","2902","2015",27.6
"30222","BART","BART_039","2903","2015",49
"30224","BART","BART_039","2904","2015",23.3
"30226","BART","BART_039","2904A","2015",16.6
"30228","BART","BART_039","2905","2015",28.7
"30230","BART","BART_039","2906","2015",19.2
"30232","BART","BART_039","2907","2015",15.9
"30234","BART","BART_039","2908","2015",11
"30236","BART","BART_039","2909","2015",22.6
"30246","BART","BART_033","2925","2015",21
"30248","BART","BART_033","2926","2015",31
"30250","BART","BART_033","2927","2015",21.1
"30252","BART","BART_033","2928","2015",12.9
"30254","BART","BART_033","2930","2015",16.4
"30256","BART","BART_033","2931","2015",11.5
"30258","BART","BART_033","2932","2015",24.6
"30260","BART","BART_033","2933","2015",22.2
"30262","BART","BART_033","2934","2015",28.1
"30264","BART","BART_033","2935","2015",22
"30268","BART","BART_033","2951","2015",1.4
"30270","BART","BART_033","2953","2015",11.8
"30272","BART","BART_034","2955","2015",25.6
"30274","BART","BART_034","2955A","2015",20.5
"30276","BART","BART_034","2955B","2015",21
"30278","BART","BART_034","2955C","2015",14
"30280","BART","BART_034","2956","2015",25
"30282","BART","BART_034","2957","2015",19.6
"30284","BART","BART_034","2958","2015",34.5
"30287","BART","BART_034","2960","2015",14.5
"30289","BART","BART_034","2961","2015",21
"30291","BART","BART_034","2962","2015",13.3
"30293","BART","BART_034","2963","2015",41
"30295","BART","BART_034","2965","2015",13.9
"30297","BART","BART_034","2966","2015",29.5
"30299","BART","BART_034","2967","2015",41
"30301","BART","BART_034","2968","2015",18.6
"30303","BART","BART_034","2969","2015",15.7
"30305","BART","BART_034","2970","2015",18
"30307","BART","BART_034","2971","2015",13.3
"30309","BART","BART_034","2972","2015",43.8
"30311","BART","BART_041","2973","2015",11
"30313","BART","BART_075","3002","2015",2.8
"30315","BART","BART_075","3003","2015",3.2
"30317","BART","BART_075","3005","2015",4.6
"30319","BART","BART_041","301","2015",16
"30322","BART","BART_041","302","2015",31.6
"30324","BART","BART_042","3021","2015",19.5
"30326","BART","BART_042","3022","2015",13.6
"30328","BART","BART_042","3023","2015",32.4
"30330","BART","BART_042","3023","2015",32.5
"30332","BART","BART_042","3024","2015",11
"30334","BART","BART_042","3025","2015",27.5
"30336","BART","BART_042","3026","2015",33.9
"30338","BART","BART_042","3027","2015",11.6
"30340","BART","BART_042","3028","2015",18
"30342","BART","BART_042","3029","2015",13.6
"30345","BART","BART_041","303","2015",14
"30347","BART","BART_042","3030","2015",10.6
"30349","BART","BART_042","3031","2015",16.5
"30351","BART","BART_042","3031A","2015",11
"30353","BART","BART_042","3032","2015",18.8
"30355","BART","BART_042","3033","2015",56.9
"30357","BART","BART_042","3033A","2015",47
"30359","BART","BART_042","3034","2015",20.5
"30361","BART","BART_042","3035","2015",29.7
"30363","BART","BART_042","3036","2015",13.2
"30365","BART","BART_042","3037","2015",19.6
"30367","BART","BART_042","3038","2015",6.5
"30369","BART","BART_042","3039","2015",14.3
"30371","BART","BART_041","304","2015",15.6
"30373","BART","BART_042","3040","2015",47.4
"30375","BART","BART_042","3041","2015",11.6
"30377","BART","BART_042","3042","2015",13.7
"30379","BART","BART_042","3043","2015",18.2
"30381","BART","BART_042","3043A","2015",18
"30383","BART","BART_042","3044","2015",24.6
"30385","BART","BART_042","3045","2015",40
"30387","BART","BART_042","3046","2015",40.4
"30389","BART","BART_042","3047","2015",7.3
"30391","BART","BART_041","305","2015",42.6
"30393","BART","BART_042","3052","2015",9.1
"30396","BART","BART_042","3054","2015",8.5
"30398","BART","BART_042","3055","2015",6
"30400","BART","BART_042","3056","2015",2.1
"30402","BART","BART_042","3059","2015",9.3
"30404","BART","BART_041","306","2015",26.8
"30406","BART","BART_050","3064","2015",22.8
"30408","BART","BART_050","3065","2015",40.5
"30410","BART","BART_050","3066","2015",41.6
"30412","BART","BART_050","3067","2015",17.8
"30414","BART","BART_050","3068","2015",21.5
"30416","BART","BART_050","3069","2015",23
"30418","BART","BART_041","307","2015",19.4
"30420","BART","BART_050","3070","2015",10.1
"30422","BART","BART_050","3071","2015",22.9
"30424","BART","BART_050","3072","2015",22.7
"30426","BART","BART_050","3074","2015",13.4
"30428","BART","BART_050","3075","2015",15.6
"30430","BART","BART_050","3076","2015",25.9
"30432","BART","BART_050","3077","2015",44.7
"30434","BART","BART_050","3078","2015",46
"30436","BART","BART_050","3079","2015",15.1
"30438","BART","BART_041","308","2015",42.8
"30440","BART","BART_050","3080","2015",15.4
"30442","BART","BART_050","3081","2015",14.3
"30444","BART","BART_050","3082","2015",21.5
"30446","BART","BART_050","3083","2015",30.3
"30448","BART","BART_050","3084","2015",20.1
"30450","BART","BART_050","3085","2015",31.7
"30452","BART","BART_050","3086","2015",21.5
"30454","BART","BART_050","3087","2015",19.2
"30456","BART","BART_050","3088","2015",26
"30458","BART","BART_050","3089","2015",15.4
"30460","BART","BART_041","309","2015",10.2
"30462","BART","BART_050","3090","2015",12.7
"30464","BART","BART_050","3091","2015",23
"30466","BART","BART_050","3092","2015",30.1
"30468","BART","BART_050","3093","2015",21.2
"30470","BART","BART_050","3094","2015",38.2
"30472","BART","BART_050","3094A","2015",30.4
"30474","BART","BART_050","3095","2015",33.6
"30476","BART","BART_050","3096","2015",12.6
"30478","BART","BART_050","3097","2015",29.2
"30480","BART","BART_050","3098","2015",10.3
"30482","BART","BART_050","3099","2015",22.1
"30485","BART","BART_041","310","2015",18.2
"30487","BART","BART_050","3100","2015",42.4
"30489","BART","BART_046","3102","2015",1.1
"30491","BART","BART_046","3104","2015",5
"30493","BART","BART_046","3105","2015",2.4
"30496","BART","BART_075","3109","2015",15.8
"30498","BART","BART_041","311","2015",18
"30500","BART","BART_075","3110","2015",23.8
"30502","BART","BART_075","3111","2015",32.6
"30504","BART","BART_041","312","2015",38
"30506","BART","BART_041","313","2015",30.4
"30509","BART","BART_075","3139","2015",3.6
"30511","BART","BART_041","314","2015",16.8
"30513","BART","BART_075","3140","2015",1.7
"30515","BART","BART_075","3141","2015",7.3
"30517","BART","BART_075","3142","2015",3.6
"30519","BART","BART_075","3143","2015",1.1
"30521","BART","BART_075","3144","2015",4.1
"30523","BART","BART_075","3145","2015",3.6
"30525","BART","BART_075","3146","2015",1.8
"30527","BART","BART_075","3148","2015",6.6
"30529","BART","BART_075","3149","2015",8.5
"30531","BART","BART_041","315","2015",11.3
"30533","BART","BART_075","3151","2015",4.6
"30535","BART","BART_075","3152","2015",32.4
"30537","BART","BART_075","3155","2015",11.4
"30539","BART","BART_075","3156","2015",15
"30541","BART","BART_075","3157","2015",15.8
"30543","BART","BART_075","3158","2015",17.9
"30545","BART","BART_075","3159","2015",36.3
"30547","BART","BART_041","316","2015",16.8
"30549","BART","BART_075","3160","2015",52
"30551","BART","BART_075","3161","2015",1.4
"30553","BART","BART_075","3163","2015",7.2
"30555","BART","BART_075","3164","2015",9.3
"30557","BART","BART_075","3165","2015",1.4
"30559","BART","BART_042","3166","2015",13.3
"30561","BART","BART_042","3166","2015",14
"30563","BART","BART_042","3167","2015",12.1
"30565","BART","BART_042","3168","2015",17.9
"30567","BART","BART_042","3169","2015",15.5
"30569","BART","BART_041","317","2015",14
"30571","BART","BART_042","3170","2015",10.4
"30573","BART","BART_042","3171","2015",17.8
"30575","BART","BART_042","3172","2015",53.1
"30577","BART","BART_042","3173","2015",38.7
"30579","BART","BART_042","3174","2015",26.5
"30581","BART","BART_042","3174A","2015",16.8
"30583","BART","BART_042","3175","2015",23.8
"30585","BART","BART_042","3176","2015",10.2
"30587","BART","BART_042","3177","2015",16.5
"30589","BART","BART_042","3178","2015",22.6
"30591","BART","BART_042","3179","2015",49.7
"30593","BART","BART_041","318","2015",25.9
"30595","BART","BART_042","3180","2015",22
"30597","BART","BART_042","3181","2015",30.6
"30599","BART","BART_042","3182","2015",13.9
"30601","BART","BART_042","3183","2015",20.3
"30603","BART","BART_042","3184","2015",8.2
"30605","BART","BART_042","3186","2015",5.2
"30607","BART","BART_042","3187","2015",1.1
"30609","BART","BART_042","3189","2015",5.3
"30611","BART","BART_042","3189","2015",5.5
"30613","BART","BART_041","319","2015",42.1
"30615","BART","BART_050","3193","2015",2.1
"30617","BART","BART_050","3197","2015",7
"30619","BART","BART_050","3198","2015",9.6
"30622","BART","BART_041","320","2015",18
"30625","BART","BART_046","3201","2015",2.4
"30627","BART","BART_046","3202","2015",1.8
"30629","BART","BART_046","3203","2015",4.8
"30631","BART","BART_041","321","2015",11.8
"30633","BART","BART_046","3212","2015",2.1
"30635","BART","BART_041","322","2015",12
"30637","BART","BART_046","3222","2015",1.6
"30639","BART","BART_046","3223","2015",1.2
"30641","BART","BART_075","3224","2015",13.8
"30643","BART","BART_075","3225","2015",11
"30645","BART","BART_075","3226","2015",13.4
"30647","BART","BART_075","3227","2015",10.2
"30649","BART","BART_075","3228","2015",34
"30651","BART","BART_075","3229","2015",21.3
"30653","BART","BART_041","323","2015",32
"30655","BART","BART_075","3230","2015",27.2
"30657","BART","BART_075","3231","2015",27.6
"30659","BART","BART_075","3232","2015",35.8
"30661","BART","BART_075","3233","2015",25.5
"30663","BART","BART_075","3234","2015",20
"30665","BART","BART_075","3235","2015",13.7
"30667","BART","BART_075","3236","2015",32.1
"30669","BART","BART_075","3237","2015",35.8
"30671","BART","BART_075","3238","2015",49.5
"30673","BART","BART_075","3239","2015",13.9
"30675","BART","BART_041","324","2015",18.7
"30677","BART","BART_075","3240","2015",10.4
"30679","BART","BART_075","3241","2015",28.9
"30681","BART","BART_075","3242","2015",22.6
"30683","BART","BART_075","3243","2015",8.5
"30685","BART","BART_075","3246","2015",2.5
"30687","BART","BART_075","3247","2015",5.5
"30691","BART","BART_075","3248","2015",4.1
"30695","BART","BART_075","3249","2015",1.5
"30697","BART","BART_041","325","2015",24
"30699","BART","BART_075","3253","2015",8.7
"30701","BART","BART_075","3254","2015",1.1
"30703","BART","BART_075","3255","2015",6.5
"30706","BART","BART_075","3257","2015",3.9
"30708","BART","BART_075","3258","2015",8
"30710","BART","BART_041","326","2015",11.5
"30712","BART","BART_075","3260","2015",1.7
"30714","BART","BART_075","3261","2015",7
"30717","BART","BART_075","3262","2015",4
"30719","BART","BART_075","3263","2015",3.8
"30721","BART","BART_075","3264","2015",44
"30723","BART","BART_075","3265","2015",10.1
