"","siteID","date","plotID","subplotID","nestedSubplotID","tagID","supportingStemTagID","pointID","stemAzimuth","stemDistance","taxonID","identificationQualifier","growthForm","remarks","measurementHeight","scientificName","plotType","subtype","decimalLatitude","decimalLongitude","geodeticDatum","utmZone","easting","northing","coordinateUncertainty","coordinateSource","elevation","elevationUncertainty","nlcdClass","monumentType","applicableModules","x","y","tree.easting","tree.northing","stemDiameter","basalDiameter","basalDiameterHeight","stemStatus","VD1height","VD2height","maxCanopyDiameter","ninetyCanopyDiameter","canopyPosition","shrubShape","maxBaseCanopyDiameter","ninetyBaseCanopyDiameter","nestedSubplotArea1","nestedSubplotArea2"
"12","HARV",20151002,"HARV_043",39,1,"9536","",NA,NA,NA,"TSCA","","sap","",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","HARV",20151020,"HARV_041",39,3,"10808",NA,NA,NA,NA,"KALA","","smt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","HARV",20151020,"HARV_041",39,3,"10809",NA,NA,NA,NA,"KALA","","sis","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","HARV",20151021,"HARV_041",23,2,"10810",NA,NA,NA,NA,"KALA","","sap","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","HARV",20151021,"HARV_041",23,2,"10811",NA,NA,NA,NA,"KALA","","sap","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","HARV",20151021,"HARV_041",23,2,"10812",NA,NA,NA,NA,"TSCA","","sap","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","HARV",20151021,"HARV_041",23,2,"10813",NA,NA,NA,NA,"KALA","","sap","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","HARV",20151021,"HARV_041",23,2,"10814",NA,NA,NA,NA,"KALA","","sap","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","HARV",20151021,"HARV_041",23,2,"10815",NA,NA,NA,NA,"KALA","","sap","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","HARV",20151021,"HARV_041",23,4,"10816",NA,NA,NA,NA,"KALA","","sap","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","HARV",20151021,"HARV_041",23,4,"10817",NA,NA,NA,NA,"KALA","","sap","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","HARV",20151021,"HARV_041",23,4,"9274A",NA,NA,NA,NA,"ACRU","","mbt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","HARV",20151021,"HARV_041",23,4,"10818",NA,25,357.3,11.7,"ACRU","","sbt","No transcription errors found",NA,NA,"tower","basePlot",42.536623,-72.180552,"WGS84","18N",731536.095,4713212.718,0.2,"GeoXH 6000",362.22,0.3,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst",7.79569244740885,-8.72451599032363,731543.890692447,4713203.99348401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","HARV",20151021,"HARV_041",23,4,"10819",NA,43,262.1,4.2,"ACRU","","sbt","No transcription errors found",NA,NA,"tower","basePlot",42.536808,-72.180571,"WGS84","18N",731533.866,4713233.157,0.26,"GeoXH 6000",363.25,0.32,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst",-0.928801591887418,-4.09601362337913,731532.937198408,4713229.06098638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","HARV",20151021,"HARV_041",23,4,"10820",NA,43,258.9,4.4,"TSCA","","sbt","No transcription errors found",NA,NA,"tower","basePlot",42.536808,-72.180571,"WGS84","18N",731533.866,4713233.157,0.26,"GeoXH 6000",363.25,0.32,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst",1.2218580666953,4.22694486181824,731535.087858067,4713237.38394486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","HARV",20151021,"HARV_041",23,4,"10821",NA,23,83.8,1.1,"ACRU","","sbt","No transcription errors found",NA,NA,"tower","basePlot",42.536636,-72.180838,"WGS84","18N",731512.513,4713213.306,0.16,"GeoXH 6000",363.58,0.17,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst",-0.572886456931296,0.939042654763194,731511.940113543,4713214.24504265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","HARV",20151021,"HARV_041",23,4,"9302A",NA,NA,NA,NA,"TSCA","","mbt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","HARV",20151021,"HARV_038",23,NA,"10822",NA,41,166,5.7,"TSCA","","sbt","No transcription errors found",NA,NA,"tower","basePlot",42.537345,-72.177876,"WGS84","18N",731753.17,4713300.125,0.2,"GeoXH 6000",364.89,0.29,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst",-4.99011891654912,2.75476191325106,731748.179881084,4713302.87976191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","HARV",20151021,"HARV_038",23,NA,"10823",NA,41,131.5,7.6,"TSCA","","sbt","No transcription errors found",NA,NA,"tower","basePlot",42.537345,-72.177876,"WGS84","18N",731753.17,4713300.125,0.2,"GeoXH 6000",364.89,0.29,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst",6.85364094670629,-3.28444908221012,731760.023640947,4713296.84055092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","HARV",20151021,"HARV_045",21,1,"10302",NA,NA,NA,NA,"PIST","","sap","",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","HARV",20151021,"HARV_045",21,1,"10303",NA,NA,NA,NA,"ACPE","","sap","",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","HARV",20151021,"HARV_045",21,1,"10304",NA,NA,NA,NA,"ACRU","","smt","",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","HARV",20151021,"HARV_045",21,1,"10305",NA,NA,NA,NA,"PIST","","sap","",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","HARV",20151021,"HARV_045",21,1,"10306",NA,NA,NA,NA,"PIST","","sap","",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","HARV",20151021,"HARV_045",21,1,"10307",NA,NA,NA,NA,"ACPE","","sap","",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","HARV",20151021,"HARV_045",21,1,"10308",NA,NA,NA,NA,"BELE","","smt","",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","HARV",20151022,"HARV_048",23,4,"10314",NA,NA,NA,NA,"TSCA","","sap","",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","HARV",20151022,"HARV_048",23,NA,"10315",NA,41,119.3,6.9,"TSCA","","sbt","",NA,NA,"tower","basePlot",42.54131,-72.178014,"WGS84","18N",731727.201,4713740.065,0.24,"GeoXH 6000",359.91,0.45,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst",6.87764364548171,-0.55499359074238,731734.078643646,4713739.51000641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","HARV",20151022,"HARV_048",23,NA,"10316",NA,23,61.4,9.8,"TSCA","","sbt","",NA,NA,"tower","basePlot",42.541146,-72.178032,"WGS84","18N",731726.271,4713721.868,0.18,"GeoXH 6000",362.25,0.27,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst",1.35726698498115,-9.70555646686372,731727.628266985,4713712.16244353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","HARV",20151022,"HARV_048",23,2,"10317",NA,25,298.3,2.2,"TSCA","","sbt","",NA,NA,"tower","basePlot",42.541134,-72.177795,"WGS84","18N",731745.804,4713721.19,0.21,"GeoXH 6000",360.37,0.35,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst",-2.17486644702299,0.33159604583531,731743.629133553,4713721.52159605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","HARV",20151022,"HARV_048",39,3,"13018",NA,57,141.5,2.1,"ACRU","","mbt","",NA,NA,"tower","basePlot",42.541527,-72.178276,"WGS84","18N",731704.837,4713763.448,0.22,"GeoXH 6000",365.76,0.28,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst",-2.08273154174216,-0.268755139545854,731702.754268458,4713763.17924486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","HARV",20151022,"HARV_048",39,3,"10319",NA,57,110.7,2.4,"BELE","","smt","",NA,NA,"tower","basePlot",42.541527,-72.178276,"WGS84","18N",731704.837,4713763.448,0.22,"GeoXH 6000",365.76,0.28,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst",-1.76541923578833,-1.6258213068811,731703.071580764,4713761.82217869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","HARV",20151022,"HARV_048",39,3,"10320",NA,57,104,2.4,"TSCA","","sbt","",NA,NA,"tower","basePlot",42.541527,-72.178276,"WGS84","18N",731704.837,4713763.448,0.22,"GeoXH 6000",365.76,0.28,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst",-2.27248322580291,-0.771893767590074,731702.564516774,4713762.67610623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","HARV",20151022,"HARV_048",39,3,"10321",NA,57,110.4,3,"PIST","","sbt","",NA,NA,"tower","basePlot",42.541527,-72.178276,"WGS84","18N",731704.837,4713763.448,0.22,"GeoXH 6000",365.76,0.28,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst",-2.70879057894592,-1.28936170232166,731702.128209421,4713762.1586383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","HARV",20151022,"HARV_048",39,3,"10322",NA,57,113.1,4.4,"BELE","","sbt","",NA,NA,"tower","basePlot",42.541527,-72.178276,"WGS84","18N",731704.837,4713763.448,0.22,"GeoXH 6000",365.76,0.28,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst",4.39998438131941,0.0117236575048834,731709.236984381,4713763.45972366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","HARV",20151022,"HARV_048",39,3,"10323",NA,57,97,6.9,"ACRU","","sbt","",NA,NA,"tower","basePlot",42.541527,-72.178276,"WGS84","18N",731704.837,4713763.448,0.22,"GeoXH 6000",365.76,0.28,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst",-6.38351800251526,2.6192933992899,731698.453481998,4713766.0672934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","HARV",20151022,"HARV_048",39,NA,"10324",NA,41,304.4,11.4,"ACRU","","sbt","no transcription errors found",NA,NA,"tower","basePlot",42.54131,-72.178014,"WGS84","18N",731727.201,4713740.065,0.24,"GeoXH 6000",359.91,0.45,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst",-10.7681973306321,3.7424492312612,731716.432802669,4713743.80744923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","HARV",20151022,"HARV_050",21,1,"10824",NA,NA,NA,NA,"TSCA","","smt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","HARV",20151022,"HARV_050",21,1,"10825",NA,NA,NA,NA,"TSCA","","smt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","HARV",20151022,"HARV_050",21,1,"10826",NA,NA,NA,NA,"TSCA","","smt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","HARV",20151022,"HARV_050",21,1,"814A",NA,NA,NA,NA,"BELE","","mbt","Added 'A' tag to already tagged mbt. No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","HARV",20151022,"HARV_050",21,1,"10827",NA,NA,NA,NA,"BELE","","smt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","HARV",20151022,"HARV_050",21,1,"10828",NA,NA,NA,NA,"TSCA","cs","smt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","HARV",20151022,"HARV_050",21,1,"10829",NA,NA,NA,NA,"TSCA","","smt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","HARV",20151022,"HARV_050",21,1,"10830",NA,NA,NA,NA,"TSCA","","smt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","HARV",20151022,"HARV_050",21,1,"10831",NA,NA,NA,NA,"TSCA","","smt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","HARV",20151022,"HARV_050",21,1,"10833",NA,NA,NA,NA,"TSCA","","smt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","HARV",20151022,"HARV_050",21,1,"10832",NA,NA,NA,NA,"TSCA","","sis","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","HARV",20151022,"HARV_050",21,4,"10834",NA,NA,NA,NA,"BEAL2","","smt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","HARV",20151022,"HARV_050",21,NA,"10835",NA,23,271.5,5.6,"ACRU","","mbt","No transcription errors found",NA,NA,"tower","basePlot",42.536081,-72.179328,"WGS84","18N",731638.573,4713155.809,0.24,"GeoXH 6000",371.3,0.3,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst",1.37332929203085,5.42899315303031,731639.946329292,4713161.23799315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","HARV",20151022,"HARV_050",21,NA,"10835A",NA,NA,NA,NA,"ACRU","","mbt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","HARV",20151022,"HARV_050",21,NA,"10836",NA,21,0.1,10.7,"ACRU","","sbt","No transcription errors found",NA,NA,"tower","basePlot",42.536097,-72.179612,"WGS84","18N",731615.184,4713156.86,0.19,"GeoXH 6000",366,0.31,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst",10.6465445684749,1.06821755812106,731625.830544568,4713157.92821756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","HARV",20151022,"HARV_050",41,1,"10837",NA,NA,NA,NA,"KALA","","smt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","HARV",20151022,"HARV_050",41,1,"10838",NA,NA,NA,NA,"KALA","","smt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","HARV",20151022,"HARV_050",41,4,"10839",NA,NA,NA,NA,"TSCA","","smt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","HARV",20151022,"HARV_050",41,1,"10840",NA,NA,NA,NA,"TSCA","","sap","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","HARV",20151022,"HARV_050",41,NA,"10841",NA,43,356.5,4.6,"TSCA","","sbt","No transcription errors found",NA,NA,"tower","basePlot",42.536277,-72.179105,"WGS84","18N",731656.163,4713178.18,0.25,"GeoXH 6000",368.57,0.39,"mixedForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst",-0.325252810853382,-4.58848674499905,731655.837747189,4713173.59151325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","HARV",20151022,"HARV_052",23,NA,"10325",NA,NA,NA,NA,"FAGR","","smt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","HARV",20151022,"HARV_052",23,NA,"10326",NA,NA,NA,NA,"FAGR","","sap","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","HARV",20151022,"HARV_052",23,NA,"10327",NA,NA,NA,NA,"FAGR","","sms","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","HARV",20151022,"HARV_052",23,NA,"10328",NA,NA,NA,NA,"FAGR","","smt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","HARV",20151022,"HARV_052",23,NA,"10329",NA,NA,NA,NA,"TSCA","","smt","No transcription errors found",NA,NA,"tower","basePlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
